stop_id,graph_degree,Degree,Closeness,Betweenness,in_largest_component,stop_name,stop_lat,stop_lon,station_cluster,is_station,route_count,routes_serving,is_major_hub_cluster,max_pax_per_vehicle_hour_2024_serving_route
3941,4,0.0004965859714463067,0.03758676762050491,0.005357439589347523,True,Jane St at Wilson Ave South Side,43.720429,-79.508641,,False,3,"335,35,935",False,53.2
3866,2,0.00024829298572315333,0.03729293446626456,0.0,True,Jane St at Beverly Hills Dr,43.719192,-79.508348,,False,2,"335,35",False,50.8
3898,3,0.00037243947858473,0.03846891815147334,0.0054773849872691675,True,Jane St at Gordon Mackay Rd South Side,43.715134,-79.507259,,False,3,"335,35,935",False,53.2
3872,3,0.00037243947858473,0.03949231301813681,0.005567870207702241,True,Jane St at Church St,43.709495,-79.505694,,False,3,"335,35,935",False,53.2
15153,2,0.00024829298572315333,0.03937688534186708,0.0,True,Jane St at John St,43.706726,-79.504932,,False,2,"335,35",False,50.8
3907,4,0.0004965859714463067,0.04087889561109287,0.00756627098107568,True,Jane St at Lawrence Ave West,43.703114,-79.503968,,False,3,"335,35,935",False,53.2
3878,3,0.00037243947858473,0.04000559306666472,0.007580863561157385,True,Jane St at Trethewey Dr,43.697819,-79.502577,,False,3,"335,35,935",False,53.2
3935,3,0.00037243947858473,0.04027704900183153,0.00756546190136284,True,Jane St at Weston Rd,43.69169,-79.501113,,False,3,"335,35,935",False,53.2
2735,3,0.00037243947858473,0.03978435668525088,0.0008076664483865955,True,Jane St at Goldwin Ave South Side,43.689014,-79.500424,,False,2,"335,35",False,50.8
1169,10,0.0012414649286157666,0.03982414833050481,0.010090713385217661,True,Jane St at Bloor St West North Side,43.649761,-79.484487,Jane Station,False,2,"335,935",False,53.2
3886,5,0.0006207324643078833,0.04084443509112292,0.01255804270038244,True,Jane St at Eglinton Ave West North Side,43.684858,-79.498753,,False,3,"335,35,935",False,53.2
3874,2,0.00024829298572315333,0.039334519135520093,0.0,True,Jane St at Cornell Ave,43.689177,-79.500146,,False,2,"335,35",False,50.8
3936,3,0.00037243947858473,0.039481069268664244,0.00421787403966728,True,Jane St at Weston Rd,43.690987,-79.500683,,False,3,"335,35,935",False,53.2
3932,3,0.00037243947858473,0.038935598577124406,0.004192455937278246,True,Jane St at Trethewey Dr,43.697301,-79.502161,,False,3,"335,35,935",False,53.2
3906,4,0.0004965859714463067,0.038735146090000255,0.004909107028289948,True,Jane St at Lawrence Ave West,43.702597,-79.503544,,False,3,"335,35,935",False,53.2
3914,2,0.00024829298572315333,0.03729016801788584,4.275961900612532e-05,True,Jane St at Patika Ave,43.705192,-79.504228,,False,2,"335,35",False,50.8
15152,2,0.00024829298572315333,0.036625036289292284,1.0946941478354441e-05,True,Jane St at John St,43.706567,-79.504667,,False,2,"335,35",False,50.8
3908,4,0.0004965859714463067,0.03801796419551018,0.004661374131553382,True,Jane St at Maple Leaf Dr,43.709123,-79.505308,,False,3,"335,35,935",False,53.2
9481,2,0.00024829298572315333,0.037084702599910285,0.0,True,Jane St at Raven Rd North Side,43.713764,-79.506522,,False,2,"335,35",False,50.8
3889,4,0.0004965859714463067,0.03764834633498136,0.004546294471895468,True,Jane St at Falstaff Ave,43.715125,-79.506944,,False,3,"335,35,935",False,53.2
3879,2,0.00024829298572315333,0.03685546264863261,0.0,True,Jane St at Downsview Ave North Side,43.718634,-79.507863,,False,2,"335,35",False,50.8
3940,4,0.0004965859714463067,0.03770659135638519,0.004625617026468795,True,Jane St at Wilson Ave North Side,43.721327,-79.50851,,False,3,"335,35,935",False,53.2
3938,2,0.00024829298572315333,0.03633794527522824,3.5677431306932177e-05,True,Jane St at William Cragg Dr North Side,43.722732,-79.50889,,False,2,"335,35",False,50.8
3903,2,0.00024829298572315333,0.03597983586652058,0.0,True,Jane St at Heathrow Dr,43.724803,-79.509439,,False,2,"335,35",False,50.8
3924,2,0.00024829298572315333,0.03767903490227134,0.00010120377925195409,True,Jane St at Spenvalley Dr,43.741154,-79.513477,,False,2,"335,35",False,50.8
3919,2,0.00024829298572315333,0.03653835079738214,0.0,True,Jane St at Rita Dr North Side,43.743418,-79.51405,,False,2,"335,35",False,50.8
3875,2,0.00024829298572315333,0.036781135533007166,2.2958127874939397e-05,True,Jane St at Courage Ave,43.744784,-79.514402,,False,2,"335,35",False,50.8
3899,4,0.0004965859714463067,0.038186008770355856,0.0035116039837864376,True,Jane St at Grandravine Dr,43.747006,-79.514928,,False,3,"335,35,935",False,53.2
3884,2,0.00024829298572315333,0.036781135533007166,3.303230092817048e-05,True,Jane St at Eddystone Ave,43.749031,-79.515444,,False,2,"335,35",False,50.8
3946,2,0.00024829298572315333,0.036343692248100995,0.0,True,Jane St at Yorkwoods Gate,43.750665,-79.515843,,False,2,"335,35",False,50.8
3944,2,0.00024829298572315333,0.03740253846638862,9.1129606198723e-05,True,Jane St at Yewtree Blvd North Side,43.755135,-79.516962,,False,2,"335,35",False,50.8
3890,8,0.0009931719428926133,0.03885622032171823,0.010686013803710979,True,Jane St at Finch Ave West North Side,43.757727,-79.517629,Jane and Finch Station,False,3,"335,35,935",False,53.2
3864,3,0.00037243947858473,0.0374053216133797,0.006371500299517429,True,Jane St at San Romanoway North Side,43.759352,-79.518034,,False,2,"335,35",False,50.8
3931,2,0.00024829298572315333,0.036056451511311594,2.0321735517709785e-05,True,Jane St at Stong Crt,43.761793,-79.518618,,False,1,335,False,
2739,2,0.00024829298572315333,0.03647951954496437,0.0004137920361352739,True,4359 Jane St,43.764049,-79.519111,,False,1,335,False,
3880,2,0.00024829298572315333,0.03785851884110419,0.0005171762035869866,True,Jane St at Driftwood Ave North Side,43.766138,-79.519595,,False,1,335,False,
3860,2,0.00024829298572315333,0.03785816244345163,1.815811454500305e-05,True,4717 Jane St,43.771191,-79.520801,,False,1,335,False,
10411,2,0.00024829298572315333,0.03853803955512735,4.228954556741992e-05,True,Jane St at Hullmar Dr,43.772801,-79.521145,,False,1,335,False,
10412,4,0.0004965859714463067,0.04008334854639381,0.005421596048686852,True,Jane St at Steeles Ave West,43.775288,-79.521497,,False,2,"335,935",False,53.2
7766,14,0.0017380509000620734,0.040619798639814464,0.0003901600483958272,True,230 Ian MacDonald Blvd,43.775944,-79.507154,Pioneer Village Station,False,3,"335,341,353",True,
7764,2,0.00024829298572315333,0.03903518391261008,0.0001410816748386641,True,Ian MacDonald Blvd at Founders Rd East Side,43.777657,-79.50285,,False,3,"335,341,353",False,
13921,3,0.00037243947858473,0.032046779064510866,0.001898021412650717,True,Woodbine Race Track Loop (Main Entrance),43.716054,-79.603623,,False,2,"336,37",False,48.9
11841,3,0.00037243947858473,0.031056709331579297,0.0024278907837009017,True,Rexdale Blvd at Humberwood Blvd,43.720614,-79.612281,,False,2,"336,37",False,48.9
11286,2,0.00024829298572315333,0.030123837891196725,0.0023033977781550035,True,Humberwood Blvd at Hullrick Dr (South),43.721747,-79.61282,,False,2,"336,37",False,48.9
11287,2,0.00024829298572315333,0.02924580010208114,0.0021797325186566174,True,Humberwood Blvd at Kingsplate Cres West Side,43.723892,-79.616434,,False,2,"336,37",False,48.9
11288,2,0.00024829298572315333,0.02841820088570096,6.307197275860304e-05,True,Humberwood Blvd at Arborwood Dr,43.723541,-79.618849,,False,2,"336,37",False,48.9
14513,3,0.00037243947858473,0.027638335822169565,6.961344259581161e-06,True,Humberwood Blvd at Morning Star Dr,43.726047,-79.622058,,False,3,"336,37,906",False,48.9
11851,2,0.00024829298572315333,0.027970122338436355,3.47593049551908e-05,True,Humberwood Blvd at Pinecone Dr North Side,43.729041,-79.619904,,False,3,"336,37,906",False,48.9
12200,2,0.00024829298572315333,0.028767550840434582,0.00015743126919656158,True,Humberwood Blvd at Topbank Dr North Side,43.730593,-79.619596,,False,3,"336,37,906",False,48.9
11508,2,0.00024829298572315333,0.02961352755081478,0.00028059988106643983,True,Humberwood Blvd at Humberline Dr,43.733428,-79.618516,,False,3,"336,37,906",False,48.9
13472,3,0.00037243947858473,0.030512735329857328,0.0005279304000632117,True,Humberline Dr at Viewcrest Cir East Side,43.7322,-79.617339,,False,4,"336,37,906,96",False,48.9
11047,2,0.00024829298572315333,0.03146998544185801,0.0006513473357473437,True,Humberline Dr at Woodlot Cres (West) East Side,43.731957,-79.61503,,False,4,"336,37,906,96",False,48.9
11048,3,0.00037243947858473,0.03248976780624,0.0007750125952457297,True,Humberline Dr at Holyoake Cres (East),43.731737,-79.612174,,False,4,"336,37,906,96",False,48.9
11049,4,0.0004965859714463067,0.03357701447060288,0.0005403434302479145,True,Humberline Dr at Humber College Blvd,43.731861,-79.609562,,False,3,"336,37,906",False,48.9
15403,4,0.0004965859714463067,0.03473759790820323,0.004289609528332899,True,Humber College Bus Terminal,43.728964,-79.604532,,False,2,"336,96",False,47.3
11273,8,0.0009931719428926133,0.03548645254477716,0.040974385858506684,True,Humber College Blvd at Highway 27,43.730243,-79.601847,Humber College Station,False,4,"336,906,927,96",False,47.3
15821,2,0.00024829298572315333,0.03428010735926003,0.003552471036627457,True,Humber College Blvd at Westmore Dr - Etobicoke General Hospital,43.730806,-79.599536,,False,2,"336,96",False,47.3
