display_name,entity_type,Degree,Closeness,Betweenness,route_count,platform_stop_count
Bathurst St at Baycrest Ave,street_stop,0.00024829298572315333,0.039294739546196784,0.0005239473189980289,2,1
Bathurst St at Ranee Ave,street_stop,0.00024829298572315333,0.03781988878933982,0.0004006628226814987,2,1
Bathurst St at Prince Charles Dr South Side,street_stop,0.00024829298572315333,0.03646562661755202,0.0002806595222605337,2,1
Bathurst St at Saranac Blvd,street_stop,0.00024829298572315333,0.03542674367170154,0.00018484680414945583,2,1
Bathurst St at Covington Rd,street_stop,0.00024829298572315333,0.034937381497375214,0.00014124451917964888,2,1
Bathurst St at Lawrence Ave West South Side,street_stop,0.00024829298572315333,0.034954690911149784,0.00014548783871663675,2,1
Bathurst St at Dell Park Ave South Side,street_stop,0.00024829298572315333,0.03523754318392359,0.0001731142053533677,2,1
Bathurst St at Shelborne Ave,street_stop,0.00024829298572315333,0.0358766396916553,0.00023923806458343104,2,1
Bathurst St at Glengrove Ave,street_stop,0.00024829298572315333,0.03707324979268742,0.0003489108881040323,2,1
Bathurst St at Glencairn Ave,street_stop,0.00024829298572315333,0.03846965413812212,0.00047034123327413437,2,1
Bathurst St at Elm Ridge Dr,street_stop,0.00024829298572315333,0.04317904810342857,0.0006879896069451745,2,1
Bathurst St at Ridge Hill Dr,street_stop,0.00024829298572315333,0.04511850103932225,0.000812151514072068,2,1
Bathurst St at Ava Rd,street_stop,0.00024829298572315333,0.04511394571114158,0.00037230555446436176,2,1
Bathurst St at Warwick Ave,street_stop,0.00024829298572315333,0.043190177739987776,0.00025003101582528434,2,1
Bathurst St at Strathearn Rd,street_stop,0.00024829298572315333,0.04150285596702551,0.0001402581843583702,2,1
Bathurst St at Claxton Blvd South Side,street_stop,0.00024829298572315333,0.040722217566155176,7.012803051796094e-05,2,1
Bathurst St at Tichester Rd South Side,street_stop,0.00024829298572315333,0.040638269927665345,6.450862698596995e-05,2,1
Bathurst St at St Clair Ave West,street_stop,0.00024829298572315333,0.04138731813247096,0.000133003818909938,2,1
Bathurst St at Alcina Ave,street_stop,0.00037243947858473,0.04316143790495014,0.00048685667833345324,3,1
Bathurst St at Davenport Rd,street_stop,0.00024829298572315333,0.0423550091854643,0.0002611067979035417,3,1
1138 Bathurst St,street_stop,0.00024829298572315333,0.04235389399301602,0.0002586704653703627,3,1
Bathurst St at Dupont St,street_stop,0.00024829298572315333,0.04261307303119946,0.00028063680553268793,3,1
Bathurst St at Olive Ave,street_stop,0.00037243947858473,0.04400085599628946,0.0003601374084689085,3,1
Bathurst St at Lennox St,street_stop,0.00024829298572315333,0.0439835313089167,0.00542844318500805,2,1
Bathurst St at Harbord St,street_stop,0.00024829298572315333,0.04214638021994782,0.005306168538869486,2,1
Bathurst St at Ulster St,street_stop,0.00024829298572315333,0.040461228924373524,0.005184048405326457,2,1
Bathurst St at College St,street_stop,0.00024829298572315333,0.03892862590339115,0.005062962954342819,2,1
Bathurst St at Nassau St - Toronto Western Hospital,street_stop,0.00024829298572315333,0.03752398944343292,0.004943953766361692,2,1
Bathurst St at Dundas St West - Toronto Western Hospital,street_stop,0.00024829298572315333,0.036245260220696886,0.004827727874465327,2,1
Bathurst St at Robinson St,street_stop,0.00024829298572315333,0.035083223786934827,0.0028192054586255303,2,1
Bathurst St at Queen St West,street_stop,0.00037243947858473,0.03402689180306358,0.002800140845568394,2,1
Bathurst St at King St West,street_stop,0.00024829298572315333,0.0330677572864709,0.0003688848672442303,1,1
Bathurst St at Niagara St,street_stop,0.00024829298572315333,0.03218991547009634,0.0004271357029224845,1,1
Bathurst St at Fort York Blvd,street_stop,0.0004965859714463067,0.031717318400505325,0.0007438402435174581,3,1
Fort York Blvd at Gzowski Blvd,street_stop,0.00024829298572315333,0.030805722473931176,0.00013565536586056373,1,1
Fort York Blvd at Fleet St,street_stop,0.00024829298572315333,0.030404770969276733,6.730934010499327e-05,1,1
Princes' Blvd at Strachan Ave,street_stop,0.00024829298572315333,0.03006764363440989,7.184653534336532e-05,1,1
Manitoba Dr at Strachan Ave West Side,street_stop,0.0006207324643078833,0.030813393721142363,0.0015158820031978336,6,1
Exhibition Loop,street_stop,0.0004965859714463067,0.030302932971417916,5.304906169073042e-05,7,1
Exhibition Loop,street_stop,0.00037243947858473,0.030335277495309003,0.0003855390030298756,5,1
Manitoba Dr at Strachan Ave,street_stop,0.0006207324643078833,0.030598286790867096,0.000533983298173556,5,1
Fort York Blvd at Fleet St,street_stop,0.00024829298572315333,0.030204950669682564,8.634761819878546e-05,1,1
Fort York Blvd at Bastion St East Side,street_stop,0.00024829298572315333,0.030341571548704715,0.00011842102382278349,1,1
Fort York Blvd at Iannuzzi St East Side,street_stop,0.00024829298572315333,0.031104029906234506,0.00021335031097661342,1,1
Bathurst St at Niagara St,street_stop,0.00024829298572315333,0.03194990215729744,0.0003232253213234398,1,1
Bathurst St at King St West,street_stop,0.00024829298572315333,0.03290124098222501,0.00043720595206592835,1,1
Bathurst St at Queen St West,street_stop,0.00024829298572315333,0.03395549636834598,0.000553918144765208,1,1
Bathurst St at Carr St,street_stop,0.00037243947858473,0.035094245512423454,0.0012970279988969637,2,1
Bathurst St at Dundas St West - Toronto Western Hospital,street_stop,0.00024829298572315333,0.03625391914102079,0.0014059707399698862,2,1
Bathurst St at Nassau St - Toronto Western Hospital,street_stop,0.00024829298572315333,0.037527140880782656,0.0015229329294543167,2,1
Bathurst St at College St,street_stop,0.00024829298572315333,0.038929756437581946,0.001643218438167937,2,1
Bathurst St at Ulster St,street_stop,0.00024829298572315333,0.040460821839040886,0.0017538936519209247,2,1
Bathurst St at Harbord St,street_stop,0.00024829298572315333,0.04214328851224655,0.003856615178879025,2,1
Bathurst St at Lennox St,street_stop,0.00037243947858473,0.0439787213166474,0.003978691149595289,2,1
Bathurst St at Barton Ave,street_stop,0.00037243947858473,0.043977759444434536,0.004371228808677516,2,1
Bathurst St at Wells St,street_stop,0.00024829298572315333,0.04212849876005019,0.004249053492064653,2,1
Bathurst St at Dupont St,street_stop,0.00024829298572315333,0.04043742820147683,0.0021583614981928643,2,1
Bathurst St at Bridgman Ave,street_stop,0.00024829298572315333,0.03925044271660807,0.0020839688167102817,2,1
Bathurst St at Davenport Rd,street_stop,0.00024829298572315333,0.038579076603017744,0.002033450372871751,2,1
Bathurst St at Nina St,street_stop,0.00024829298572315333,0.0384630312719322,0.001017731761667764,2,1
Bathurst Street at St Clair Ave West,street_stop,0.00024829298572315333,0.03858037198534946,0.001241942917604881,2,1
Bathurst St at Tichester Rd,street_stop,0.00024829298572315333,0.03912404826062129,0.002493973980133044,2,1
Bathurst St at Lonsdale Rd,street_stop,0.00024829298572315333,0.03999306085860346,0.002565384169976312,2,1
Bathurst St at Burton Rd,street_stop,0.00024829298572315333,0.04140308383707354,0.0026407643165956667,2,1
Bathurst St at Elderwood Dr,street_stop,0.00024829298572315333,0.04317116808069425,0.004722504913816418,2,1
Bathurst St at Ava Rd,street_stop,0.00024829298572315333,0.04511521098780966,0.004844564585909022,2,1
Bathurst St at Vesta Dr,street_stop,0.00024829298572315333,0.045119260350125624,0.0007751875825019334,2,1
Bathurst St at Roselawn Ave,street_stop,0.00024829298572315333,0.04318113447334262,0.0006510256753750397,2,1
Bathurst St at Glencairn Ave,street_stop,0.00024829298572315333,0.03848051321328011,0.0004114467522617404,2,1
Bathurst St at Glengrove Ave,street_stop,0.00024829298572315333,0.037095820296719095,0.0002917983888042789,2,1
Bathurst St at Shelborne Ave,street_stop,0.00024829298572315333,0.036055481700043225,0.00019820536078172884,2,1
Bathurst St at Caribou Rd,street_stop,0.00024829298572315333,0.03571129267114701,0.00014993625835267303,2,1
Bathurst St at Lawrence Ave West,street_stop,0.00024829298572315333,0.03553301466856522,0.0001339028258991552,2,1
Bathurst St at Douglas Ave,street_stop,0.00024829298572315333,0.03573572757364961,0.00015697290448582043,2,1
Bathurst St at Woburn Ave,street_stop,0.00024829298572315333,0.036546984270100114,0.00022962492459485868,2,1
Bathurst St at Fairlawn Ave,street_stop,0.00024829298572315333,0.03783536694251898,0.00033737370962055413,2,1
Bathurst St at Melrose Ave,street_stop,0.00024829298572315333,0.039302804259505594,0.0004595490262334173,2,1
Bathurst St at Baycrest Ave,street_stop,0.00024829298572315333,0.040902386959218384,0.0005829659619175487,2,1
Bathurst St at Bannockburn Ave,street_stop,0.0004965859714463067,0.04264040879884714,0.0015141802653692487,3,1
Bathurst St at Joicey Blvd,street_stop,0.00037243947858473,0.04453022367122918,0.002321232661694058,3,1
Bathurst St at Wilson Ave,street_stop,0.0004965859714463067,0.04659369985675902,0.002569556475947848,3,1
Greenwood Ave at Danforth Ave South Side,street_stop,0.00024829298572315333,0.040883051406348445,0.0010619614230925414,1,1
Greenwood Ave at Oakvale Ave South Side,street_stop,0.00024829298572315333,0.03930318837604448,0.0009408290664995449,1,1
Greenwood Ave at Felstead Ave,street_stop,0.00024829298572315333,0.037853173580795006,0.0008208886642149646,1,1
Greenwood Ave at Torbrick Rd South Side,street_stop,0.00024829298572315333,0.03651562443487185,0.0007018173952802729,1,1
Greenwood Ave at Ivy Ave,street_stop,0.00024829298572315333,0.03528051334707945,0.0005837394216025954,1,1
Greenwood Ave at Gerrard St East,street_stop,0.00024829298572315333,0.03413621573021133,0.0004667044079447834,1,1
Greenwood Ave at Athletic Ave,street_stop,0.00024829298572315333,0.03307482839290778,0.00035115933717249736,1,1
Greenwood Ave at Dundas St East,street_stop,0.00024829298572315333,0.03210165105797589,0.0002380892270822751,1,1
Greenwood Ave at Dorothy St,street_stop,0.00024829298572315333,0.03121642080345947,0.00012852669086838389,1,1
Greenwood Ave at Queen St East,street_stop,0.00024829298572315333,0.03040028903229294,7.845101122975473e-05,1,1
Leslie St at Queen St East South Side,street_stop,0.0004965859714463067,0.03140988834626129,0.004084461823816802,2,1
Eastern Ave at Leslie St East Side,street_stop,0.00024829298572315333,0.03045392901763602,0.0006208095356344674,1,1
Eastern Ave at Knox Ave,street_stop,0.00024829298572315333,0.029554223018966957,0.0004966476285075739,1,1
Eastern Ave at Minto St East Side (Post Office),street_stop,0.00024829298572315333,0.02870594701117737,0.00037248572138068043,1,1
Eastern Ave at Connaught Ave,street_stop,0.00024829298572315333,0.027904813757324856,0.00024832381425378696,1,1
Eastern Ave at Emdaabiimok Ave,street_stop,0.00024829298572315333,0.027146999653275133,0.00012416190712689348,1,1
Eastern Ave at Queen St East,street_stop,0.00012414649286157667,0.026429083704452305,0.0,1,1
Eastern Ave at Coxwell Ave,street_stop,0.00024829298572315333,0.029997555102802987,0.0005697599737806141,1,1
Eastern Ave at Connaught Ave,street_stop,0.00024829298572315333,0.029186263156214254,0.0004523700147343351,1,1
Eastern Ave at Knox Ave,street_stop,0.00024829298572315333,0.02843769369220887,0.00037766243703045286,1,1
Eastern Ave at Leslie St,street_stop,0.00024829298572315333,0.028716503569562388,5.422782383679135e-05,1,1
Leslie St at Queen St East,street_stop,0.00024829298572315333,0.029515829361220058,0.0018049075482236359,1,1
Queen St East at Alton Ave,street_stop,0.0004965859714463067,0.03039730180831813,0.002282027902127918,2,1
Greenwood Ave at Queen St East North Side,street_stop,0.00024829298572315333,0.03120987970553281,0.0021282285477698354,1,1
Greenwood Ave at Kerr Rd,street_stop,0.00024829298572315333,0.03209153231405133,0.0022379564436909275,1,1
Greenwood Ave at Dundas St East,street_stop,0.00024829298572315333,0.03306068920286807,0.0023511135732374286,1,1
Greenwood Ave at Athletic Ave,street_stop,0.00024829298572315333,0.03411985198734873,0.0024677429913319573,1,1
Greenwood Ave at Gerrard St East,street_stop,0.00024829298572315333,0.03526628140781682,0.002586524549150018,1,1
Greenwood Ave at Ivy Ave,street_stop,0.00024829298572315333,0.03650501742542298,0.002705918639043239,1,1
Greenwood Ave at Torbrick Rd,street_stop,0.00024829298572315333,0.037844090101509166,0.002825561052750714,1,1
Greenwood Ave at Felstead Ave,street_stop,0.00024829298572315333,0.03929416362188973,0.002945253131221039,1,1
Greenwood Ave at Mountnoel Ave,street_stop,0.00024829298572315333,0.04087619479721365,0.0030664351525768866,1,1
Broadview Ave at Wolfrey Ave,street_stop,0.00024829298572315333,0.04390430073732624,0.0016795185146348728,5,1
Broadview Ave at Millbrook Cres,street_stop,0.00024829298572315333,0.042086173625770475,0.0015579025178512566,5,1
Broadview Ave at Withrow Ave,street_stop,0.00024829298572315333,0.04044983363059431,0.0014392167420758338,5,1
Broadview Ave at Langley Ave-Hennick Bridgepoint Hospital,street_stop,0.00024829298572315333,0.03894653374237942,0.0013225542141394044,5,1
Broadview Ave at Jack Layton Way,street_stop,0.00024829298572315333,0.037600649207005614,0.0012080793007571158,5,1
Broadview Ave at Gerrard St East,street_stop,0.00037243947858473,0.036398626371334314,0.0035865484693681448,5,1
Broadview Ave at Mountstephen St,street_stop,0.00024829298572315333,0.03522797418138145,0.0034600600046005643,3,1
Broadview Ave at Dundas St East,street_stop,0.00037243947858473,0.03437269532241743,0.0043351633466696534,3,1
Broadview Ave at Queen St East,street_stop,0.00024829298572315333,0.03332244185986495,0.0021991436766861197,2,1
King St East at River St,street_stop,0.00024829298572315333,0.03204435317404956,0.00040952284204293093,3,1
King St East at Sumach St,street_stop,0.00024829298572315333,0.032323031078292756,0.00044407744008190703,3,1
King St East at Sackville St,street_stop,0.00024829298572315333,0.032652797669987875,0.0004907823811625178,3,1
King St East at Parliament St,street_stop,0.00024829298572315333,0.03305063598409618,0.0005495343566442522,3,1
King St East at Ontario St,street_stop,0.00024829298572315333,0.034073452839341586,0.0006418066316566375,3,1
King St East at Sherbourne St,street_stop,0.00024829298572315333,0.03522396292036728,0.0007605799120142237,3,1
King St West at Jarvis St West Side,street_stop,0.00024829298572315333,0.036466949297564985,0.0008811328463739622,3,1
King St East at Church St West Side,street_stop,0.00024829298572315333,0.03780744429374316,0.0010023148677298103,3,1
King St West at Bay St West Side,street_stop,0.00037243947858473,0.039039731237464834,0.0005196342274785645,3,1
King St West at John St West Side,street_stop,0.00024829298572315333,0.03751121403847541,0.0014363187031650653,2,1
King St West at Peter St,street_stop,0.00024829298572315333,0.036160848784854725,0.0013126534436666796,2,1
King St West at Spadina Ave West Side,street_stop,0.00024829298572315333,0.03490432873008611,0.0011889881841682934,2,1
King St West at Portland St,street_stop,0.00024829298572315333,0.033732199571684524,0.0010653229246699078,2,1
King St West at Bathurst St - FIFA Fan Festival Toronto,street_stop,0.00024829298572315333,0.03263623569360075,0.0009416576651715217,2,1
King St West at Tecumseth St,street_stop,0.00024829298572315333,0.031609246846244436,0.0008180420704359866,2,1
King St West at Niagara St,street_stop,0.00024829298572315333,0.03065274521334094,0.000695245944287489,2,1
King St West at Strachan Ave,street_stop,0.00024829298572315333,0.029903980388508902,0.0005969842109872654,2,1
King St West at Shaw St,street_stop,0.00024829298572315333,0.029375365573075858,0.0005299367811387429,2,1
King St West at Sudbury St,street_stop,0.00024829298572315333,0.02893822869669653,0.0004738273618243781,2,1
King St West at Jefferson Ave,street_stop,0.00024829298572315333,0.028565964750811527,0.00042586593501360554,2,1
King St West at Joe Shuster Way,street_stop,0.00024829298572315333,0.028247035763662536,0.0003849451418206494,2,1
King St West at Dufferin St - Toronto Stadium,street_stop,0.00024829298572315333,0.02796535701367059,0.00034925825055888844,2,1
King St West at Spencer Ave,street_stop,0.00024829298572315333,0.027720733391949318,0.00032005543271067705,2,1
King St West at Dunn Ave,street_stop,0.00024829298572315333,0.02780698811133072,0.0003414957222813405,2,1
King St West at Jameson Ave,street_stop,0.00024829298572315333,0.02837519040004566,0.0004317188865387773,2,1
King St West at Dowling Ave,street_stop,0.00024829298572315333,0.029112629833185206,0.0005452299595234039,2,1
King St West at Wilson Park Rd West Side,street_stop,0.00024829298572315333,0.02991176524790247,0.0006615657158951671,2,1
King St West at Queen St West,street_stop,0.00024829298572315333,0.030773544902543776,0.000727049420453039,2,1
Roncesvalles Ave at Queen St West North Side,street_stop,0.00024829298572315333,0.03170194148870052,0.00278965596780588,2,1
Roncesvalles Ave at Marion St North Side,street_stop,0.00024829298572315333,0.03271149586693242,0.002911831284418743,2,1
Roncesvalles Ave at Garden Ave,street_stop,0.00024829298572315333,0.03381118408135927,0.003035496543917129,2,1
Roncesvalles Ave at Fermanagh Ave,street_stop,0.00024829298572315333,0.03498890460938755,0.003159161803415515,2,1
Roncesvalles Ave at Grenadier Rd,street_stop,0.00024829298572315333,0.03625163147698946,0.003282827062913901,2,1
Roncesvalles Ave at Howard Park Ave,street_stop,0.00024829298572315333,0.03760891273817676,0.0034064923224122867,2,1
Roncesvalles Ave at Dundas St West,street_stop,0.00024829298572315333,0.039071782004905194,0.0035301575819106728,2,1
Dundas St West at Roncesvalles Ave East Side,street_stop,0.00024829298572315333,0.03907785671593501,0.0020180787666496916,2,1
Dundas St West at Howard Park Ave,street_stop,0.00024829298572315333,0.03764006546772186,0.001895942767974085,2,1
Dundas St West at Sorauren Ave,street_stop,0.00037243947858473,0.03633302074488182,0.0017811405992794404,3,1
Dundas St West at Sterling Rd,street_stop,0.00037243947858473,0.03512581817944048,0.0013090580905567519,3,1
Dundas St West at Lansdowne Ave,street_stop,0.00037243947858473,0.034064072732975355,0.0006666715692407381,2,1
Dundas St West at Brock Ave,street_stop,0.00024829298572315333,0.03301766634758943,0.0004822388366341859,1,1
Dundas St West at Dufferin St,street_stop,0.00024829298572315333,0.03205750845688697,0.00036581491074391654,1,1
Dundas St West at Gladstone Ave,street_stop,0.00024829298572315333,0.031319379100463944,0.00028730469797447585,1,1
Dundas St West at Lisgar St,street_stop,0.00024829298572315333,0.031580824836162015,0.0002795571152301425,1,1
Dundas St West at Dovercourt Rd,street_stop,0.00024829298572315333,0.0319137716370083,0.0003095654412032063,1,1
Dundas St West at Ossington Ave,street_stop,0.00024829298572315333,0.03228670023633443,0.00034538608112118924,1,1
Dundas St West at Shaw St,street_stop,0.00024829298572315333,0.03272027886983798,0.0003866852073898844,1,1
Dundas St West at Grace St,street_stop,0.00024829298572315333,0.03323651704501264,0.00043588156219151697,1,1
Dundas St West at Manning Ave,street_stop,0.00024829298572315333,0.033842055638756315,0.0004966412256899309,1,1
Dundas St West at Bathurst St - Toronto Western Hospital,street_stop,0.00024829298572315333,0.03457943837689435,0.0005739851798676043,1,1
Dundas St West at Denison Ave,street_stop,0.00024829298572315333,0.035738903391144786,0.0006786730832097021,1,1
Dundas St West at Spadina Ave,street_stop,0.00024829298572315333,0.03700893804364753,0.0008009784742014605,1,1
Dundas St West at Beverley St,street_stop,0.00024829298572315333,0.03838355120082152,0.0009066625520663387,1,1
Dundas St West at McCaul St,street_stop,0.00024829298572315333,0.03989170011692107,0.0030074783606516687,1,1
Dundas St West at Bay St,street_stop,0.00024829298572315333,0.04193170640665726,0.0011926221251169634,1,1
Dundas St East at Church St,street_stop,0.00024829298572315333,0.040468150628550296,0.0006325204960359226,1,1
Dundas St East at Jarvis St,street_stop,0.00024829298572315333,0.038938803075567005,0.0005116222733249356,1,1
Dundas St East at Sherbourne St,street_stop,0.00024829298572315333,0.03752959236471177,0.0003921335838834283,1,1
Dundas St East at Ontario St,street_stop,0.00024829298572315333,0.036281393647145235,0.0002968188235947429,1,1
Dundas St East at Parliament St,street_stop,0.00024829298572315333,0.035803494741762455,0.00023577512982197036,1,1
Dundas St East at Regent Park Blvd,street_stop,0.00024829298572315333,0.03540911959001406,0.0001889419177368308,1,1
Dundas St East at River St,street_stop,0.00024829298572315333,0.03507756253717419,0.00016038143022914126,1,1
Dundas St East at Broadview Ave,street_stop,0.00024829298572315333,0.03528237053387966,0.00020500033261979203,1,1
Dundas St East at River St,street_stop,0.00024829298572315333,0.03442698542225251,0.001085016804592378,2,1
Dundas St East at Regent Park Blvd,street_stop,0.00024829298572315333,0.03475951626809172,0.001128767503855866,2,1
Dundas St East at Parliament St,street_stop,0.00024829298572315333,0.0351855935975368,0.0011784677415372312,2,1
Dundas St East at Ontario St,street_stop,0.00024829298572315333,0.03597532973687768,0.0012606208734023678,2,1
Dundas St East at Sherbourne St,street_stop,0.00024829298572315333,0.03725355128682274,0.0013753931120112698,2,1
Dundas St East at Jarvis St,street_stop,0.00024829298572315333,0.03863671263521998,0.0014943195253876468,2,1
Dundas St East at Church St,street_stop,0.00024829298572315333,0.04014516975100198,0.0016147358816495456,2,1
Dundas St West at Bay St,street_stop,0.00024829298572315333,0.041165955928312736,0.00020583010016125312,2,1
Dundas St West at Chestnut St,street_stop,0.00024829298572315333,0.04104641753350996,0.00020224950725858423,2,1
Dundas St West at Beverley St,street_stop,0.00024829298572315333,0.03989961588281506,0.0009405281339072354,2,1
Dundas St West at Spadina Ave,street_stop,0.00024829298572315333,0.03841471665054111,0.0008176575106144618,2,1
Dundas St West at Denison Ave,street_stop,0.00024829298572315333,0.037044051534974864,0.0006954821940015984,2,1
Dundas St West at Bathurst St - Toronto Western Hospital,street_stop,0.00024829298572315333,0.0357877231192823,0.0005822772374202087,2,1
Dundas St West at Manning Ave,street_stop,0.00024829298572315333,0.03498631723552022,0.0004945175885041412,2,1
Dundas St West at Grace St,street_stop,0.00024829298572315333,0.034293115667352034,0.0004310175257855684,2,1
Dundas St West at Shaw St,street_stop,0.00024829298572315333,0.03372244081605386,0.00037816163224108784,2,1
Dundas St West at Ossington Ave,street_stop,0.00024829298572315333,0.03324118742957998,0.00033324356553438033,2,1
Dundas St West at Dovercourt Rd,street_stop,0.00024829298572315333,0.03283086773071496,0.0002955112220799468,2,1
Dundas St West at Rusholme Rd,street_stop,0.00024829298572315333,0.03247127313026348,0.0002632884576744164,2,1
Dundas St West at Gladstone Ave,street_stop,0.00024829298572315333,0.03216635659833366,0.0002551765815056867,2,1
Dundas St West at Dufferin St,street_stop,0.00024829298572315333,0.0329445005254149,0.00031925168564412556,2,1
Dundas St West at Brock Ave,street_stop,0.00024829298572315333,0.0339587937701027,0.00043578177421295264,2,1
Dundas St West at Lansdowne Ave,street_stop,0.00024829298572315333,0.03506578687300264,0.0005547537136219422,2,1
Dundas St West at Sterling Rd,street_stop,0.0004965859714463067,0.03626814181351315,0.003385842487744905,5,1
Dundas St West at Sorauren Ave,street_stop,0.00024829298572315333,0.0375437822399932,0.0034194692921521537,5,1
Dundas St West at Howard Park Ave,street_stop,0.00037243947858473,0.03893088703743879,0.004109258796493679,5,1
Dundas St West at Roncesvalles Ave,street_stop,0.00037243947858473,0.04043641170042856,0.0061651614114722805,3,1
High Park Loop,street_stop,0.00024829298572315333,0.03371070950158533,0.00012068988870578156,2,1
Howard Park Ave at Parkside Dr East Side,street_stop,0.00024829298572315333,0.03262617422226896,1.2416190712689348e-06,1,1
Howard Park Ave at Indian Rd,street_stop,0.00024829298572315333,0.032777750710219836,5.210285120888545e-06,1,1
Howard Park Ave at Roncesvalles Ave,street_stop,0.00024829298572315333,0.03387812000031061,0.0001283788969907668,1,1
Howard Park Ave at Dundas St West,street_stop,0.00024829298572315333,0.03506043691162204,0.000252044156489153,1,1
College St at Lansdowne Ave,street_stop,0.00024829298572315333,0.0339732812489123,0.0005175370664833457,1,1
College St at Brock Ave,street_stop,0.00024829298572315333,0.03294058766857824,0.0003984738459884844,1,1
College St at Dufferin St,street_stop,0.00024829298572315333,0.03198675061751831,0.00028552067179046754,1,1
College St at Rusholme Park Cres,street_stop,0.00024829298572315333,0.03181467544252453,0.0002428629309534954,1,1
College St at Dovercourt Rd,street_stop,0.00024829298572315333,0.03212396043228827,0.0002695853325206946,1,1
College St at Ossington Ave,street_stop,0.00024829298572315333,0.032483075811061704,0.00030336840787317646,1,1
College St at Crawford St,street_stop,0.00024829298572315333,0.032894243896077244,0.00034260611743619013,1,1
College St at Grace St,street_stop,0.00024829298572315333,0.03337664785134574,0.00038899206760319724,1,1
College St at Euclid Ave,street_stop,0.00024829298572315333,0.03394976328157116,0.0004439674748324697,1,1
College St at Bathurst St,street_stop,0.00024829298572315333,0.03464542398632682,0.0005097732856097231,1,1
College St at Borden St,street_stop,0.00024829298572315333,0.03561467480217213,0.000606545076024424,1,1
College St at Augusta Ave,street_stop,0.00024829298572315333,0.03686948525438575,0.0007281326929435532,1,1
College St at Spadina Ave,street_stop,0.00024829298572315333,0.038242839132315215,0.0008509122641711005,1,1
College St at Beverley St,street_stop,0.00024829298572315333,0.03973973511440049,0.0009743540322366578,1,1
College St at McCaul St,street_stop,0.00024829298572315333,0.04137241567487329,0.00109841660983785,1,1
College St at Elizabeth St,street_stop,0.00024829298572315333,0.0426094610076962,0.0006909363489503097,1,1
College St at Bay St,street_stop,0.00024829298572315333,0.04273738267164946,0.0006944672770901277,1,1
Carlton St at Church St,street_stop,0.00024829298572315333,0.04161882532456634,0.0011640599751410038,1,1
Carlton St at Jarvis St,street_stop,0.00024829298572315333,0.03998510797550953,0.0010634905909057174,1,1
Carlton St at Sherbourne St,street_stop,0.00037243947858473,0.03939964665876556,0.0015927770051421867,2,1
Carlton St at Ontario St,street_stop,0.00037243947858473,0.038905652607851476,0.0023197213440599223,2,1
Carlton St at Parliament St,street_stop,0.00024829298572315333,0.0374677030222614,0.0018329421422435394,1,1
Parliament St at Gerrard St East,street_stop,0.00024829298572315333,0.036156784818356394,0.0017130151112412667,1,1
Gerrard St East at Sackville St,street_stop,0.00024829298572315333,0.03494178314329791,0.0015941673337394042,1,1
Gerrard St East at Sumach St,street_stop,0.00024829298572315333,0.03382270097550344,0.0014768426089649658,1,1
Gerrard St East at River St,street_stop,0.00024829298572315333,0.03279124780056076,0.001361703133755961,1,1
Gerrard St East at Broadview Ave,street_stop,0.00024829298572315333,0.03138353787160867,0.000621219006661136,1,1
Gerrard St East at De Grassi St,street_stop,0.00024829298572315333,0.030965836609482413,0.0005558436238285885,1,1
Gerrard St East at Logan Ave,street_stop,0.00024829298572315333,0.03058653428585347,0.0004940523813817706,1,1
Gerrard St East at Carlaw Ave,street_stop,0.00024829298572315333,0.030237427279737376,0.00043596530249757226,1,1
Gerrard St East at Pape Ave,street_stop,0.00024829298572315333,0.029921557680806177,0.00038261925477929825,1,1
Gerrard St East at Marjory Ave,street_stop,0.00024829298572315333,0.02968621313409813,0.0003445195624661994,1,1
Gerrard St East at Jones Ave,street_stop,0.00024829298572315333,0.030013114523211332,0.00037839789015370703,1,1
Gerrard St East at Leslie St,street_stop,0.00024829298572315333,0.030833356855841747,0.00048263949740003255,1,1
Gerrard St East at Alton Ave,street_stop,0.00024829298572315333,0.031716818103671086,0.000598625907314924,1,1
Gerrard St East at Greenwood Ave,street_stop,0.00024829298572315333,0.03269859606817689,0.0007174680410937349,1,1
Gerrard St East at Woodfield Rd,street_stop,0.00024829298572315333,0.03376179319506416,0.0008072789403368782,1,1
Gerrard St East at Coxwell Ave,street_stop,0.00024829298572315333,0.03490978267347997,0.0028937365619115516,1,1
Gerrard St East at Beaton Ave,street_stop,0.00024829298572315333,0.034889339168927745,0.0014296908524248978,2,1
Gerrard St East at Bowmore Rd,street_stop,0.00024829298572315333,0.03409526350063902,0.0013451732360659603,2,1
Gerrard St East at Kingsmount Park Rd,street_stop,0.00024829298572315333,0.03374706069379581,4.859837021677465e-05,2,1
Gerrard St East at Woodbine Ave,street_stop,0.00024829298572315333,0.03413795439478166,0.0008320439109860519,2,1
Gerrard St East at Golfview Ave,street_stop,0.00024829298572315333,0.03528484708712077,0.0009500184164077884,2,1
Gerrard St East at Glenmount Park Rd,street_stop,0.00024829298572315333,0.03652822826734553,0.0010697311885293015,2,1
Gerrard St East at Norwood Rd,street_stop,0.00024829298572315333,0.037876168915817014,0.0011907269670244594,2,1
Gerrard St East at Main St,street_stop,0.00024829298572315333,0.03933971371618363,0.0013122814741016885,2,1
Gerrard St East at Norwood Rd,street_stop,0.00024829298572315333,0.03786957049759987,0.0016252549214662549,1,1
