Page,Metric,Route,Year,Value,Recovery_Rate_pct
8,Passengers,51 LESLIE,2024,2772,89
8,Passengers,52 LAWRENCE WEST,2019,41696,
8,Passengers,52 LAWRENCE WEST,2020,23544,56
8,Passengers,52 LAWRENCE WEST,2021,26289,63
8,Passengers,52 LAWRENCE WEST,2022,31960,77
8,Passengers,52 LAWRENCE WEST,2023,33989,82
8,Passengers,52 LAWRENCE WEST,2024,36792,88
8,Passengers,53 STEELES EAST,2019,19131,
8,Passengers,53 STEELES EAST,2020,9610,50
8,Passengers,53 STEELES EAST,2021,11333,59
8,Passengers,53 STEELES EAST,2022,14569,76
8,Passengers,53 STEELES EAST,2023,18618,97
8,Passengers,53 STEELES EAST,2024,17908,94
8,Passengers,54 LAWRENCE EAST,2019,34827,
8,Passengers,54 LAWRENCE EAST,2020,19294,55
8,Passengers,54 LAWRENCE EAST,2021,22169,64
8,Passengers,54 LAWRENCE EAST,2022,27754,80
8,Passengers,54 LAWRENCE EAST,2023,31920,92
8,Passengers,54 LAWRENCE EAST,2024,30312,87
8,Passengers,55 WARREN PARK,2019,1694,
8,Passengers,55 WARREN PARK,2020,383,23
8,Passengers,55 WARREN PARK,2021,701,41
8,Passengers,55 WARREN PARK,2022,693,41
8,Passengers,55 WARREN PARK,2023,785,46
8,Passengers,55 WARREN PARK,2024,1130,67
8,Passengers,56 LEASIDE,2019,4309,
8,Passengers,56 LEASIDE,2020,1711,40
8,Passengers,56 LEASIDE,2021,2133,50
8,Passengers,56 LEASIDE,2022,2599,60
8,Passengers,56 LEASIDE,2023,4017,93
8,Passengers,56 LEASIDE,2024,3976,92
8,Passengers,57 MIDLAND,2019,12641,
8,Passengers,57 MIDLAND,2020,4324,34
8,Passengers,57 MIDLAND,2021,5173,41
8,Passengers,57 MIDLAND,2022,6881,54
8,Passengers,57 MIDLAND,2023,8864,70
8,Passengers,57 MIDLAND,2024,9088,72
8,Passengers,59 MAPLE LEAF,2019,3825,
8,Passengers,59 MAPLE LEAF,2020,2107,55
8,Passengers,59 MAPLE LEAF,2021,2137,56
8,Passengers,59 MAPLE LEAF,2022,2335,61
8,Passengers,59 MAPLE LEAF,2023,3190,83
8,Passengers,59 MAPLE LEAF,2024,3429,90
8,Passengers,60 STEELES WEST,2019,31011,
8,Passengers,60 STEELES WEST,2020,17737,57
8,Passengers,60 STEELES WEST,2021,11093,36
8,Passengers,60 STEELES WEST,2022,14788,48
8,Passengers,60 STEELES WEST,2023,13673,44
8,Passengers,60 STEELES WEST,2024,14087,45
8,Passengers,61 AVENUE RD. NORTH,2019,3784,
8,Passengers,61 AVENUE RD. NORTH,2020,1479,39
8,Passengers,61 AVENUE RD. NORTH,2021,1788,47
8,Passengers,61 AVENUE RD. NORTH,2022,2479,66
8,Passengers,61 AVENUE RD. NORTH,2023,2250,59
8,Passengers,61 AVENUE RD. NORTH,2024,2084,55
8,Passengers,62 MORTIMER,2019,2393,
8,Passengers,62 MORTIMER,2020,955,40
8,Passengers,62 MORTIMER,2021,1348,56
8,Passengers,62 MORTIMER,2022,1495,62
8,Passengers,62 MORTIMER,2023,1178,49
8,Passengers,62 MORTIMER,2024,2092,87
8,Passengers,63 OSSINGTON,2019,23220,
8,Passengers,63 OSSINGTON,2020,6504,28
8,Passengers,63 OSSINGTON,2021,13407,58
8,Passengers,63 OSSINGTON,2022,15172,65
8,Passengers,63 OSSINGTON,2023,17680,76
8,Passengers,63 OSSINGTON,2024,7899,34
8,Passengers,64 MAIN,2019,4075,
8,Passengers,64 MAIN,2020,2360,58
8,Passengers,64 MAIN,2021,2929,72
8,Passengers,64 MAIN,2022,3230,79
8,Passengers,64 MAIN,2023,4084,100
8,Passengers,64 MAIN,2024,4448,109
8,Passengers,65 PARLIAMENT,2019,4961,
8,Passengers,65 PARLIAMENT,2020,2738,55
8,Passengers,65 PARLIAMENT,2021,3545,71
8,Passengers,65 PARLIAMENT,2022,5260,106
8,Passengers,65 PARLIAMENT,2023,8038,162
8,Passengers,65 PARLIAMENT,2024,7988,161
8,Passengers,66 PRINCE EDWARD,2019,5031,
8,Passengers,66 PRINCE EDWARD,2020,2514,50
8,Passengers,66 PRINCE EDWARD,2021,3791,75
8,Passengers,66 PRINCE EDWARD,2022,4462,89
8,Passengers,66 PRINCE EDWARD,2023,4740,94
8,Passengers,66 PRINCE EDWARD,2024,4710,94
8,Passengers,67 PHARMACY,2019,5732,
8,Passengers,67 PHARMACY,2020,3139,55
8,Passengers,67 PHARMACY,2021,4484,78
8,Passengers,67 PHARMACY,2022,5617,98
8,Passengers,67 PHARMACY,2023,6096,106
8,Passengers,67 PHARMACY,2024,6362,111
8,Passengers,68 WARDEN,2019,16551,
8,Passengers,68 WARDEN,2020,7661,46
8,Passengers,68 WARDEN,2021,10136,61
8,Passengers,68 WARDEN,2022,10416,63
8,Passengers,68 WARDEN,2023,13603,82
8,Passengers,68 WARDEN,2024,14794,89
8,Passengers,69 WARDEN SOUTH,2019,4400,
8,Passengers,69 WARDEN SOUTH,2020,2459,56
8,Passengers,69 WARDEN SOUTH,2021,3559,81
8,Passengers,69 WARDEN SOUTH,2022,3879,88
8,Passengers,69 WARDEN SOUTH,2023,4763,108
8,Passengers,69 WARDEN SOUTH,2024,2610,59
8,Passengers,70 O'CONNOR,2019,6550,
8,Passengers,70 O'CONNOR,2020,3884,59
8,Passengers,70 O'CONNOR,2021,4928,75
8,Passengers,70 O'CONNOR,2022,5817,89
8,Passengers,70 O'CONNOR,2023,6211,95
8,Passengers,70 O'CONNOR,2024,6027,92
8,Passengers,71 RUNNYMEDE,2019,4681,
8,Passengers,71 RUNNYMEDE,2020,2447,52
8,Passengers,71 RUNNYMEDE,2021,2768,59
8,Passengers,71 RUNNYMEDE,2022,3531,75
8,Passengers,71 RUNNYMEDE,2023,4381,94
8,Passengers,71 RUNNYMEDE,2024,4197,90
8,Passengers,72 PAPE,2019,8555,
8,Passengers,72 PAPE,2020,3755,44
8,Passengers,72 PAPE,2021,5986,70
8,Passengers,72 PAPE,2022,7340,86
8,Passengers,72 PAPE,2023,9924,116
8,Passengers,72 PAPE,2024,12830,150
8,Passengers,73 ROYAL YORK,2019,8598,
8,Passengers,73 ROYAL YORK,2020,4933,57
8,Passengers,73 ROYAL YORK,2021,5391,63
8,Passengers,73 ROYAL YORK,2022,7481,87
8,Passengers,73 ROYAL YORK,2023,7932,92
8,Passengers,73 ROYAL YORK,2024,8065,94
8,Passengers,74 MOUNT PLEASANT,2019,2314,
8,Passengers,74 MOUNT PLEASANT,2020,857,37
8,Passengers,74 MOUNT PLEASANT,2021,1308,57
8,Passengers,74 MOUNT PLEASANT,2022,1592,69
8,Passengers,74 MOUNT PLEASANT,2023,1821,79
8,Passengers,74 MOUNT PLEASANT,2024,1954,84
8,Passengers,75 SHERBOURNE,2019,10452,
8,Passengers,75 SHERBOURNE,2020,3704,35
8,Passengers,75 SHERBOURNE,2021,5181,50
8,Passengers,75 SHERBOURNE,2022,7224,69
8,Passengers,75 SHERBOURNE,2023,8742,84
8,Passengers,75 SHERBOURNE,2024,8651,83
8,Passengers,76 ROYAL YORK SOUTH,2019,7287,
8,Passengers,76 ROYAL YORK SOUTH,2020,3646,50
8,Passengers,76 ROYAL YORK SOUTH,2021,4546,62
8,Passengers,76 ROYAL YORK SOUTH,2022,6571,90
8,Passengers,76 ROYAL YORK SOUTH,2023,7727,106
8,Passengers,76 ROYAL YORK SOUTH,2024,8573,118
8,Passengers,77 SWANSEA,2019,2085,
8,Passengers,77 SWANSEA,2020,957,46
8,Passengers,77 SWANSEA,2021,1453,70
8,Passengers,77 SWANSEA,2022,1391,67
8,Passengers,77 SWANSEA,2023,1839,88
8,Passengers,77 SWANSEA,2024,2236,107
8,Passengers,78 ST. ANDREWS,2019,1267,
8,Passengers,78 ST. ANDREWS,2020,616,49
8,Passengers,78 ST. ANDREWS,2021,725,57
8,Passengers,78 ST. ANDREWS,2022,1018,80
8,Passengers,78 ST. ANDREWS,2023,1367,108
8,Passengers,78 ST. ANDREWS,2024,1401,111
8,Passengers,79 SCARLETT ROAD,2019,7288,
8,Passengers,79 SCARLETT ROAD,2020,3329,46
8,Passengers,79 SCARLETT ROAD,2021,4785,66
8,Passengers,79 SCARLETT ROAD,2022,5233,72
8,Passengers,79 SCARLETT ROAD,2023,5700,78
8,Passengers,79 SCARLETT ROAD,2024,5350,73
8,Passengers,80 QUEENSWAY,2019,2149,
8,Passengers,80 QUEENSWAY,2020,1099,51
8,Passengers,80 QUEENSWAY,2021,1393,65
8,Passengers,80 QUEENSWAY,2022,2090,97
8,Passengers,80 QUEENSWAY,2023,2547,119
8,Passengers,80 QUEENSWAY,2024,3486,162
8,Passengers,81 THORNCLIFFE PARK,2019,6455,
8,Passengers,81 THORNCLIFFE PARK,2020,3290,51
8,Passengers,81 THORNCLIFFE PARK,2021,5034,78
8,Passengers,81 THORNCLIFFE PARK,2022,5941,92
8,Passengers,81 THORNCLIFFE PARK,2023,5811,90
8,Passengers,81 THORNCLIFFE PARK,2024,0,0
8,Passengers,82 ROSEDALE,2019,926,
8,Passengers,82 ROSEDALE,2020,358,39
8,Passengers,82 ROSEDALE,2021,732,79
8,Passengers,82 ROSEDALE,2022,617,67
8,Passengers,82 ROSEDALE,2023,746,81
8,Passengers,82 ROSEDALE,2024,967,104
8,Passengers,83 JONES,2019,3456,
8,Passengers,83 JONES,2020,1602,46
8,Passengers,83 JONES,2021,2374,69
8,Passengers,83 JONES,2022,2537,73
8,Passengers,83 JONES,2023,2860,83
8,Passengers,83 JONES,2024,3190,92
8,Passengers,84 SHEPPARD WEST,2019,20300,
8,Passengers,84 SHEPPARD WEST,2020,12583,62
8,Passengers,84 SHEPPARD WEST,2021,13188,65
8,Passengers,84 SHEPPARD WEST,2022,17075,84
8,Passengers,84 SHEPPARD WEST,2023,17574,87
8,Passengers,84 SHEPPARD WEST,2024,17380,86
8,Passengers,85 SHEPPARD EAST,2019,24221,
8,Passengers,85 SHEPPARD EAST,2020,15423,64
8,Passengers,85 SHEPPARD EAST,2021,14115,58
8,Passengers,85 SHEPPARD EAST,2022,19042,79
8,Passengers,85 SHEPPARD EAST,2023,19864,82
8,Passengers,85 SHEPPARD EAST,2024,18197,75
8,Passengers,86 SCARBOROUGH,2019,12497,
8,Passengers,86 SCARBOROUGH,2020,7312,59
8,Passengers,86 SCARBOROUGH,2021,8402,67
8,Passengers,86 SCARBOROUGH,2022,11328,91
8,Passengers,86 SCARBOROUGH,2023,13180,105
8,Passengers,86 SCARBOROUGH,2024,13743,110
8,Passengers,87 COSBURN,2019,11572,
8,Passengers,87 COSBURN,2020,5461,47
8,Passengers,87 COSBURN,2021,7263,63
8,Passengers,87 COSBURN,2022,7982,69
8,Passengers,87 COSBURN,2023,6191,53
8,Passengers,87 COSBURN,2024,9434,82
8,Passengers,88 SOUTH LEASIDE,2019,4818,
8,Passengers,88 SOUTH LEASIDE,2020,1620,34
8,Passengers,88 SOUTH LEASIDE,2021,2710,56
8,Passengers,88 SOUTH LEASIDE,2022,3316,69
8,Passengers,88 SOUTH LEASIDE,2023,3726,77
8,Passengers,88 SOUTH LEASIDE,2024,3520,73
8,Passengers,89 WESTON ROAD,2019,13998,
8,Passengers,89 WESTON ROAD,2020,9246,66
8,Passengers,89 WESTON ROAD,2021,11141,80
8,Passengers,89 WESTON ROAD,2022,12230,87
8,Passengers,89 WESTON ROAD,2023,14254,102
8,Passengers,89 WESTON ROAD,2024,14426,103
8,Passengers,90 VAUGHAN,2019,5672,
8,Passengers,90 VAUGHAN,2020,2721,48
8,Passengers,90 VAUGHAN,2021,3317,58
8,Passengers,90 VAUGHAN,2022,3469,61
8,Passengers,90 VAUGHAN,2023,4543,80
8,Passengers,90 VAUGHAN,2024,3969,70
9,Vehicle Hours,49 BLOOR WEST,2019,48,
9,Vehicle Hours,49 BLOOR WEST,2020,41,85
9,Vehicle Hours,49 BLOOR WEST,2021,33,69
9,Vehicle Hours,49 BLOOR WEST,2022,33,69
9,Vehicle Hours,49 BLOOR WEST,2023,27,56
9,Vehicle Hours,49 BLOOR WEST,2024,35,73
9,Vehicle Hours,50 BURNHAMTHORPE,2019,48,
9,Vehicle Hours,50 BURNHAMTHORPE,2020,35,73
9,Vehicle Hours,50 BURNHAMTHORPE,2021,29,60
9,Vehicle Hours,50 BURNHAMTHORPE,2022,48,100
9,Vehicle Hours,50 BURNHAMTHORPE,2023,40,83
9,Vehicle Hours,50 BURNHAMTHORPE,2024,40,83
9,Vehicle Hours,51 LESLIE,2019,117,
9,Vehicle Hours,51 LESLIE,2020,99,85
9,Vehicle Hours,51 LESLIE,2021,96,82
9,Vehicle Hours,51 LESLIE,2022,103,88
9,Vehicle Hours,51 LESLIE,2023,103,88
9,Vehicle Hours,51 LESLIE,2024,89,76
9,Vehicle Hours,52 LAWRENCE WEST,2019,663,
9,Vehicle Hours,52 LAWRENCE WEST,2020,662,100
9,Vehicle Hours,52 LAWRENCE WEST,2021,553,83
9,Vehicle Hours,52 LAWRENCE WEST,2022,532,80
9,Vehicle Hours,52 LAWRENCE WEST,2023,609,92
9,Vehicle Hours,52 LAWRENCE WEST,2024,747,113
9,Vehicle Hours,53 STEELES EAST,2019,386,
9,Vehicle Hours,53 STEELES EAST,2020,408,106
9,Vehicle Hours,53 STEELES EAST,2021,382,99
9,Vehicle Hours,53 STEELES EAST,2022,379,98
9,Vehicle Hours,53 STEELES EAST,2023,462,120
9,Vehicle Hours,53 STEELES EAST,2024,467,121
9,Vehicle Hours,54 LAWRENCE EAST,2019,605,
9,Vehicle Hours,54 LAWRENCE EAST,2020,592,98
9,Vehicle Hours,54 LAWRENCE EAST,2021,580,96
9,Vehicle Hours,54 LAWRENCE EAST,2022,586,97
9,Vehicle Hours,54 LAWRENCE EAST,2023,630,104
9,Vehicle Hours,54 LAWRENCE EAST,2024,737,122
9,Vehicle Hours,55 WARREN PARK,2019,29,
9,Vehicle Hours,55 WARREN PARK,2020,21,72
9,Vehicle Hours,55 WARREN PARK,2021,21,72
9,Vehicle Hours,55 WARREN PARK,2022,21,72
9,Vehicle Hours,55 WARREN PARK,2023,20,69
9,Vehicle Hours,55 WARREN PARK,2024,41,141
9,Vehicle Hours,56 LEASIDE,2019,100,
9,Vehicle Hours,56 LEASIDE,2020,78,78
9,Vehicle Hours,56 LEASIDE,2021,77,77
9,Vehicle Hours,56 LEASIDE,2022,77,77
9,Vehicle Hours,56 LEASIDE,2023,80,80
9,Vehicle Hours,56 LEASIDE,2024,83,83
9,Vehicle Hours,57 MIDLAND,2019,156,
9,Vehicle Hours,57 MIDLAND,2020,99,63
9,Vehicle Hours,57 MIDLAND,2021,97,62
9,Vehicle Hours,57 MIDLAND,2022,131,84
9,Vehicle Hours,57 MIDLAND,2023,118,76
9,Vehicle Hours,57 MIDLAND,2024,137,88
9,Vehicle Hours,59 MAPLE LEAF,2019,85,
9,Vehicle Hours,59 MAPLE LEAF,2020,85,100
9,Vehicle Hours,59 MAPLE LEAF,2021,80,94
9,Vehicle Hours,59 MAPLE LEAF,2022,80,94
9,Vehicle Hours,59 MAPLE LEAF,2023,78,92
9,Vehicle Hours,59 MAPLE LEAF,2024,111,131
9,Vehicle Hours,60 STEELES WEST,2019,461,
9,Vehicle Hours,60 STEELES WEST,2020,438,95
9,Vehicle Hours,60 STEELES WEST,2021,204,44
9,Vehicle Hours,60 STEELES WEST,2022,213,46
9,Vehicle Hours,60 STEELES WEST,2023,169,37
9,Vehicle Hours,60 STEELES WEST,2024,174,38
9,Vehicle Hours,61 AVENUE RD. NORTH,2019,70,
9,Vehicle Hours,61 AVENUE RD. NORTH,2020,63,90
9,Vehicle Hours,61 AVENUE RD. NORTH,2021,53,76
9,Vehicle Hours,61 AVENUE RD. NORTH,2022,62,89
9,Vehicle Hours,61 AVENUE RD. NORTH,2023,66,94
9,Vehicle Hours,61 AVENUE RD. NORTH,2024,57,81
9,Vehicle Hours,62 MORTIMER,2019,48,
9,Vehicle Hours,62 MORTIMER,2020,40,83
9,Vehicle Hours,62 MORTIMER,2021,40,83
9,Vehicle Hours,62 MORTIMER,2022,48,100
9,Vehicle Hours,62 MORTIMER,2023,48,100
9,Vehicle Hours,62 MORTIMER,2024,67,140
9,Vehicle Hours,63 OSSINGTON,2019,342,
9,Vehicle Hours,63 OSSINGTON,2020,204,60
9,Vehicle Hours,63 OSSINGTON,2021,289,85
9,Vehicle Hours,63 OSSINGTON,2022,281,82
9,Vehicle Hours,63 OSSINGTON,2023,265,77
9,Vehicle Hours,63 OSSINGTON,2024,332,97
9,Vehicle Hours,64 MAIN,2019,41,
9,Vehicle Hours,64 MAIN,2020,34,83
9,Vehicle Hours,64 MAIN,2021,41,100
9,Vehicle Hours,64 MAIN,2022,41,100
9,Vehicle Hours,64 MAIN,2023,44,107
9,Vehicle Hours,64 MAIN,2024,46,112
9,Vehicle Hours,65 PARLIAMENT,2019,71,
9,Vehicle Hours,65 PARLIAMENT,2020,61,86
9,Vehicle Hours,65 PARLIAMENT,2021,65,92
9,Vehicle Hours,65 PARLIAMENT,2022,103,145
9,Vehicle Hours,65 PARLIAMENT,2023,103,145
9,Vehicle Hours,65 PARLIAMENT,2024,101,142
9,Vehicle Hours,66 PRINCE EDWARD,2019,98,
9,Vehicle Hours,66 PRINCE EDWARD,2020,80,82
9,Vehicle Hours,66 PRINCE EDWARD,2021,70,71
9,Vehicle Hours,66 PRINCE EDWARD,2022,71,72
9,Vehicle Hours,66 PRINCE EDWARD,2023,92,94
9,Vehicle Hours,66 PRINCE EDWARD,2024,104,106
9,Vehicle Hours,67 PHARMACY,2019,89,
9,Vehicle Hours,67 PHARMACY,2020,89,100
9,Vehicle Hours,67 PHARMACY,2021,89,100
9,Vehicle Hours,67 PHARMACY,2022,89,100
9,Vehicle Hours,67 PHARMACY,2023,94,106
9,Vehicle Hours,67 PHARMACY,2024,95,107
9,Vehicle Hours,68 WARDEN,2019,235,
9,Vehicle Hours,68 WARDEN,2020,251,107
9,Vehicle Hours,68 WARDEN,2021,244,104
9,Vehicle Hours,68 WARDEN,2022,162,69
9,Vehicle Hours,68 WARDEN,2023,218,93
9,Vehicle Hours,68 WARDEN,2024,305,130
9,Vehicle Hours,69 WARDEN SOUTH,2019,69,
9,Vehicle Hours,69 WARDEN SOUTH,2020,69,100
9,Vehicle Hours,69 WARDEN SOUTH,2021,69,100
9,Vehicle Hours,69 WARDEN SOUTH,2022,69,100
9,Vehicle Hours,69 WARDEN SOUTH,2023,64,93
9,Vehicle Hours,69 WARDEN SOUTH,2024,60,87
9,Vehicle Hours,70 O'CONNOR,2019,104,
9,Vehicle Hours,70 O'CONNOR,2020,104,100
9,Vehicle Hours,70 O'CONNOR,2021,108,104
9,Vehicle Hours,70 O'CONNOR,2022,110,106
9,Vehicle Hours,70 O'CONNOR,2023,113,109
9,Vehicle Hours,70 O'CONNOR,2024,97,93
9,Vehicle Hours,71 RUNNYMEDE,2019,81,
9,Vehicle Hours,71 RUNNYMEDE,2020,100,123
9,Vehicle Hours,71 RUNNYMEDE,2021,96,119
9,Vehicle Hours,71 RUNNYMEDE,2022,96,119
9,Vehicle Hours,71 RUNNYMEDE,2023,96,119
9,Vehicle Hours,71 RUNNYMEDE,2024,99,122
9,Vehicle Hours,72 PAPE,2019,140,
9,Vehicle Hours,72 PAPE,2020,137,98
9,Vehicle Hours,72 PAPE,2021,144,103
9,Vehicle Hours,72 PAPE,2022,144,103
9,Vehicle Hours,72 PAPE,2023,139,99
9,Vehicle Hours,72 PAPE,2024,210,150
9,Vehicle Hours,73 ROYAL YORK,2019,162,
9,Vehicle Hours,73 ROYAL YORK,2020,176,109
9,Vehicle Hours,73 ROYAL YORK,2021,151,93
9,Vehicle Hours,73 ROYAL YORK,2022,198,122
9,Vehicle Hours,73 ROYAL YORK,2023,153,94
9,Vehicle Hours,73 ROYAL YORK,2024,169,104
9,Vehicle Hours,74 MOUNT PLEASANT,2019,67,
9,Vehicle Hours,74 MOUNT PLEASANT,2020,53,79
9,Vehicle Hours,74 MOUNT PLEASANT,2021,41,61
9,Vehicle Hours,74 MOUNT PLEASANT,2022,56,84
9,Vehicle Hours,74 MOUNT PLEASANT,2023,56,84
9,Vehicle Hours,74 MOUNT PLEASANT,2024,56,84
9,Vehicle Hours,75 SHERBOURNE,2019,145,
9,Vehicle Hours,75 SHERBOURNE,2020,96,66
9,Vehicle Hours,75 SHERBOURNE,2021,174,120
9,Vehicle Hours,75 SHERBOURNE,2022,127,88
9,Vehicle Hours,75 SHERBOURNE,2023,127,88
9,Vehicle Hours,75 SHERBOURNE,2024,139,96
9,Vehicle Hours,76 ROYAL YORK SOUTH,2019,123,
9,Vehicle Hours,76 ROYAL YORK SOUTH,2020,101,82
9,Vehicle Hours,76 ROYAL YORK SOUTH,2021,83,67
9,Vehicle Hours,76 ROYAL YORK SOUTH,2022,98,80
9,Vehicle Hours,76 ROYAL YORK SOUTH,2023,117,95
9,Vehicle Hours,76 ROYAL YORK SOUTH,2024,131,107
9,Vehicle Hours,77 SWANSEA,2019,81,
9,Vehicle Hours,77 SWANSEA,2020,44,54
9,Vehicle Hours,77 SWANSEA,2021,30,37
9,Vehicle Hours,77 SWANSEA,2022,30,37
9,Vehicle Hours,77 SWANSEA,2023,34,42
9,Vehicle Hours,77 SWANSEA,2024,44,54
9,Vehicle Hours,78 ST. ANDREWS,2019,30,
9,Vehicle Hours,78 ST. ANDREWS,2020,30,100
9,Vehicle Hours,78 ST. ANDREWS,2021,20,67
9,Vehicle Hours,78 ST. ANDREWS,2022,27,90
9,Vehicle Hours,78 ST. ANDREWS,2023,28,93
9,Vehicle Hours,78 ST. ANDREWS,2024,29,97
9,Vehicle Hours,79 SCARLETT ROAD,2019,184,
9,Vehicle Hours,79 SCARLETT ROAD,2020,140,76
9,Vehicle Hours,79 SCARLETT ROAD,2021,134,73
9,Vehicle Hours,79 SCARLETT ROAD,2022,134,73
9,Vehicle Hours,79 SCARLETT ROAD,2023,127,69
9,Vehicle Hours,79 SCARLETT ROAD,2024,122,66
9,Vehicle Hours,80 QUEENSWAY,2019,58,
9,Vehicle Hours,80 QUEENSWAY,2020,58,100
9,Vehicle Hours,80 QUEENSWAY,2021,58,100
9,Vehicle Hours,80 QUEENSWAY,2022,58,100
9,Vehicle Hours,80 QUEENSWAY,2023,75,129
9,Vehicle Hours,80 QUEENSWAY,2024,115,198
9,Vehicle Hours,81 THORNCLIFFE PARK,2019,72,
9,Vehicle Hours,81 THORNCLIFFE PARK,2020,69,96
9,Vehicle Hours,81 THORNCLIFFE PARK,2021,71,99
9,Vehicle Hours,81 THORNCLIFFE PARK,2022,72,100
9,Vehicle Hours,81 THORNCLIFFE PARK,2023,72,100
9,Vehicle Hours,81 THORNCLIFFE PARK,2024,0,0
9,Vehicle Hours,82 ROSEDALE,2019,23,
9,Vehicle Hours,82 ROSEDALE,2020,23,100
9,Vehicle Hours,82 ROSEDALE,2021,23,100
9,Vehicle Hours,82 ROSEDALE,2022,19,83
9,Vehicle Hours,82 ROSEDALE,2023,19,83
9,Vehicle Hours,82 ROSEDALE,2024,19,83
9,Vehicle Hours,83 JONES,2019,62,
9,Vehicle Hours,83 JONES,2020,57,92
9,Vehicle Hours,83 JONES,2021,57,92
9,Vehicle Hours,83 JONES,2022,59,95
9,Vehicle Hours,83 JONES,2023,59,95
9,Vehicle Hours,83 JONES,2024,57,92
9,Vehicle Hours,84 SHEPPARD WEST,2019,278,
9,Vehicle Hours,84 SHEPPARD WEST,2020,278,100
9,Vehicle Hours,84 SHEPPARD WEST,2021,286,103
9,Vehicle Hours,84 SHEPPARD WEST,2022,295,106
9,Vehicle Hours,84 SHEPPARD WEST,2023,270,97
9,Vehicle Hours,84 SHEPPARD WEST,2024,271,97
9,Vehicle Hours,85 SHEPPARD EAST,2019,381,
9,Vehicle Hours,85 SHEPPARD EAST,2020,423,111
9,Vehicle Hours,85 SHEPPARD EAST,2021,364,96
9,Vehicle Hours,85 SHEPPARD EAST,2022,366,96
9,Vehicle Hours,85 SHEPPARD EAST,2023,338,89
9,Vehicle Hours,85 SHEPPARD EAST,2024,326,86
9,Vehicle Hours,86 SCARBOROUGH,2019,261,
9,Vehicle Hours,86 SCARBOROUGH,2020,230,88
9,Vehicle Hours,86 SCARBOROUGH,2021,229,88
9,Vehicle Hours,86 SCARBOROUGH,2022,226,87
9,Vehicle Hours,86 SCARBOROUGH,2023,238,91
9,Vehicle Hours,86 SCARBOROUGH,2024,263,101
9,Vehicle Hours,87 COSBURN,2019,162,
9,Vehicle Hours,87 COSBURN,2020,125,77
9,Vehicle Hours,87 COSBURN,2021,122,75
9,Vehicle Hours,87 COSBURN,2022,131,81
9,Vehicle Hours,87 COSBURN,2023,121,75
9,Vehicle Hours,87 COSBURN,2024,131,81
9,Vehicle Hours,88 SOUTH LEASIDE,2019,120,
9,Vehicle Hours,88 SOUTH LEASIDE,2020,104,87
9,Vehicle Hours,88 SOUTH LEASIDE,2021,98,82
9,Vehicle Hours,88 SOUTH LEASIDE,2022,104,87
9,Vehicle Hours,88 SOUTH LEASIDE,2023,104,87
9,Vehicle Hours,88 SOUTH LEASIDE,2024,104,87
9,Vehicle Hours,89 WESTON ROAD,2019,204,
9,Vehicle Hours,89 WESTON ROAD,2020,215,105
9,Vehicle Hours,89 WESTON ROAD,2021,194,95
9,Vehicle Hours,89 WESTON ROAD,2022,199,98
9,Vehicle Hours,89 WESTON ROAD,2023,199,98
9,Vehicle Hours,89 WESTON ROAD,2024,226,111
9,Vehicle Hours,90 VAUGHAN,2019,82,
9,Vehicle Hours,90 VAUGHAN,2020,74,90
9,Vehicle Hours,90 VAUGHAN,2021,74,90
9,Vehicle Hours,90 VAUGHAN,2022,70,85
9,Vehicle Hours,90 VAUGHAN,2023,121,148
9,Vehicle Hours,90 VAUGHAN,2024,65,79
10,Vehicle Kilometres,49 BLOOR WEST,2019,971,
10,Vehicle Kilometres,49 BLOOR WEST,2020,941,97
10,Vehicle Kilometres,49 BLOOR WEST,2021,668,69
10,Vehicle Kilometres,49 BLOOR WEST,2022,666,69
10,Vehicle Kilometres,49 BLOOR WEST,2023,582,60
10,Vehicle Kilometres,49 BLOOR WEST,2024,682,70
10,Vehicle Kilometres,50 BURNHAMTHORPE,2019,885,
10,Vehicle Kilometres,50 BURNHAMTHORPE,2020,751,85
10,Vehicle Kilometres,50 BURNHAMTHORPE,2021,647,73
10,Vehicle Kilometres,50 BURNHAMTHORPE,2022,882,100
10,Vehicle Kilometres,50 BURNHAMTHORPE,2023,770,87
10,Vehicle Kilometres,50 BURNHAMTHORPE,2024,756,85
10,Vehicle Kilometres,51 LESLIE,2019,2130,
10,Vehicle Kilometres,51 LESLIE,2020,1800,85
10,Vehicle Kilometres,51 LESLIE,2021,1771,83
10,Vehicle Kilometres,51 LESLIE,2022,2013,95
10,Vehicle Kilometres,51 LESLIE,2023,2064,97
10,Vehicle Kilometres,51 LESLIE,2024,1745,82
10,Vehicle Kilometres,52 LAWRENCE WEST,2019,12324,
10,Vehicle Kilometres,52 LAWRENCE WEST,2020,10936,89
10,Vehicle Kilometres,52 LAWRENCE WEST,2021,10405,84
10,Vehicle Kilometres,52 LAWRENCE WEST,2022,9725,79
10,Vehicle Kilometres,52 LAWRENCE WEST,2023,10112,82
10,Vehicle Kilometres,52 LAWRENCE WEST,2024,13121,106
10,Vehicle Kilometres,53 STEELES EAST,2019,8001,
10,Vehicle Kilometres,53 STEELES EAST,2020,7843,98
10,Vehicle Kilometres,53 STEELES EAST,2021,7359,92
10,Vehicle Kilometres,53 STEELES EAST,2022,7315,91
10,Vehicle Kilometres,53 STEELES EAST,2023,7392,92
10,Vehicle Kilometres,53 STEELES EAST,2024,8731,109
