Page,Metric,Route,Year,Value,Recovery_Rate_pct
15,Passengers,106 SENTINEL,2023,4300,78
15,Passengers,106 SENTINEL,2024,4752,86
15,Passengers,107 YORK UNIVERSITY HEIGHTS,2019,1403,
15,Passengers,107 YORK UNIVERSITY HEIGHTS,2020,800,57
15,Passengers,107 YORK UNIVERSITY HEIGHTS,2021,1553,111
15,Passengers,107 YORK UNIVERSITY HEIGHTS,2022,1602,114
15,Passengers,107 YORK UNIVERSITY HEIGHTS,2023,1599,114
15,Passengers,107 YORK UNIVERSITY HEIGHTS,2024,1900,135
15,Passengers,108 DRIFTWOOD,2019,9444,
15,Passengers,108 DRIFTWOOD,2020,4958,52
15,Passengers,108 DRIFTWOOD,2021,5698,60
15,Passengers,108 DRIFTWOOD,2022,7396,78
15,Passengers,108 DRIFTWOOD,2023,7309,77
15,Passengers,108 DRIFTWOOD,2024,7176,76
15,Passengers,109 RANEE,2019,4611,
15,Passengers,109 RANEE,2020,1086,24
15,Passengers,109 RANEE,2021,2381,52
15,Passengers,109 RANEE,2022,2828,61
15,Passengers,109 RANEE,2023,3952,86
15,Passengers,109 RANEE,2024,3288,71
15,Passengers,110 ISLINGTON SOUTH,2019,8256,
15,Passengers,110 ISLINGTON SOUTH,2020,4138,50
15,Passengers,110 ISLINGTON SOUTH,2021,4563,55
15,Passengers,110 ISLINGTON SOUTH,2022,6466,78
15,Passengers,110 ISLINGTON SOUTH,2023,7498,91
15,Passengers,110 ISLINGTON SOUTH,2024,7183,87
15,Passengers,111 EAST MALL,2019,5429,
15,Passengers,111 EAST MALL,2020,2808,52
15,Passengers,111 EAST MALL,2021,3604,66
15,Passengers,111 EAST MALL,2022,4385,81
15,Passengers,111 EAST MALL,2023,4553,84
15,Passengers,111 EAST MALL,2024,6046,111
15,Passengers,112 WEST MALL,2019,0,
15,Passengers,112 WEST MALL,2020,3224,
15,Passengers,112 WEST MALL,2021,4460,
15,Passengers,112 WEST MALL,2022,5604,
15,Passengers,112 WEST MALL,2023,5732,
15,Passengers,112 WEST MALL,2024,7209,
15,Passengers,113 DANFORTH RD.,2019,6071,
15,Passengers,113 DANFORTH RD.,2020,3139,52
15,Passengers,113 DANFORTH RD.,2021,4086,67
15,Passengers,113 DANFORTH RD.,2022,4351,72
15,Passengers,113 DANFORTH RD.,2023,5196,86
15,Passengers,113 DANFORTH RD.,2024,5240,86
15,Passengers,114 QUEENS QUAY EAST,2024,3796,
15,Passengers,115 SILVER HILLS,2019,885,
15,Passengers,115 SILVER HILLS,2020,322,36
15,Passengers,115 SILVER HILLS,2021,577,65
15,Passengers,115 SILVER HILLS,2022,665,75
15,Passengers,115 SILVER HILLS,2023,918,104
15,Passengers,115 SILVER HILLS,2024,960,108
15,Passengers,116 MORNINGSIDE,2019,21865,
15,Passengers,116 MORNINGSIDE,2020,10364,47
15,Passengers,116 MORNINGSIDE,2021,11760,54
15,Passengers,116 MORNINGSIDE,2022,15479,71
15,Passengers,116 MORNINGSIDE,2023,18158,83
15,Passengers,116 MORNINGSIDE,2024,18353,84
15,Passengers,117 ALNESS-CHESSWOOD,2019,1600,
15,Passengers,117 ALNESS-CHESSWOOD,2020,991,62
15,Passengers,117 BIRCHMOUNT SOUTH,2024,3723,
15,Passengers,118 THISTLE DOWN,2019,3199,
15,Passengers,118 THISTLE DOWN,2020,1357,42
15,Passengers,118 THISTLE DOWN,2021,1645,51
15,Passengers,118 THISTLE DOWN,2022,2119,66
15,Passengers,118 THISTLE DOWN,2023,2344,73
15,Passengers,118 THISTLE DOWN,2024,2461,77
15,Passengers,119 TORBARRIE,2019,1685,
15,Passengers,119 TORBARRIE,2020,1006,60
15,Passengers,119 TORBARRIE,2021,1681,100
15,Passengers,119 TORBARRIE,2022,1932,115
15,Passengers,119 TORBARRIE,2023,1903,113
15,Passengers,119 TORBARRIE,2024,2392,142
15,Passengers,120 CALVINGTON,2019,1787,
15,Passengers,120 CALVINGTON,2020,747,42
15,Passengers,120 CALVINGTON,2021,983,55
15,Passengers,120 CALVINGTON,2022,1033,58
15,Passengers,120 CALVINGTON,2023,1564,88
15,Passengers,120 CALVINGTON,2024,1576,88
15,Passengers,121 ESPLANADE-RIVER,2019,991,
15,Passengers,121 ESPLANADE-RIVER,2020,261,26
15,Passengers,121 ESPLANADE-RIVER,2021,509,51
15,Passengers,121 ESPLANADE-RIVER,2022,867,87
15,Passengers,121 ESPLANADE-RIVER,2023,1210,122
15,Passengers,121 ESPLANADE-RIVER,2024,1757,177
15,Passengers,122 GRAYDON HALL,2019,4732,
15,Passengers,122 GRAYDON HALL,2020,1481,31
15,Passengers,122 GRAYDON HALL,2021,2256,48
15,Passengers,122 GRAYDON HALL,2022,2968,63
15,Passengers,122 GRAYDON HALL,2023,2967,63
15,Passengers,122 GRAYDON HALL,2024,3998,84
15,Passengers,123 SHERWAY,2019,6543,
15,Passengers,123 SHERWAY,2020,3752,57
15,Passengers,123 SHERWAY,2021,5311,81
15,Passengers,123 SHERWAY,2022,6649,102
15,Passengers,123 SHERWAY,2023,7452,114
15,Passengers,123 SHERWAY,2024,9127,139
15,Passengers,124 SUNNYBROOK,2019,3594,
15,Passengers,124 SUNNYBROOK,2020,1235,34
15,Passengers,124 SUNNYBROOK,2021,2255,63
15,Passengers,124 SUNNYBROOK,2022,2352,65
15,Passengers,124 SUNNYBROOK,2023,3683,102
15,Passengers,124 SUNNYBROOK,2024,0,0
15,Passengers,125 DREWRY,2019,3205,
15,Passengers,125 DREWRY,2020,1524,48
15,Passengers,125 DREWRY,2021,2228,70
15,Passengers,125 DREWRY,2022,2739,85
15,Passengers,125 DREWRY,2023,3225,101
15,Passengers,125 DREWRY,2024,3772,118
15,Passengers,126 CHRISTIE,2019,2007,
15,Passengers,126 CHRISTIE,2020,902,45
15,Passengers,126 CHRISTIE,2021,1362,68
15,Passengers,126 CHRISTIE,2022,1358,68
15,Passengers,126 CHRISTIE,2023,2123,106
15,Passengers,126 CHRISTIE,2024,1877,94
15,Passengers,127 DAVENPORT,2019,1594,
15,Passengers,127 DAVENPORT,2020,646,41
15,Passengers,127 DAVENPORT,2021,824,52
15,Passengers,127 DAVENPORT,2022,1021,64
15,Passengers,127 DAVENPORT,2023,923,58
15,Passengers,127 DAVENPORT,2024,1371,86
15,Passengers,128 STANLEY GREENE,2024,569,
15,Passengers,129 MCCOWAN NORTH,2019,13414,
15,Passengers,129 MCCOWAN NORTH,2020,6243,47
15,Passengers,129 MCCOWAN NORTH,2021,6499,48
15,Passengers,129 MCCOWAN NORTH,2022,8263,62
15,Passengers,129 MCCOWAN NORTH,2023,10343,77
15,Passengers,129 MCCOWAN NORTH,2024,10734,80
15,Passengers,130 MIDDLEFIELD,2019,2332,
15,Passengers,130 MIDDLEFIELD,2020,1132,49
15,Passengers,130 MIDDLEFIELD,2021,1202,52
15,Passengers,130 MIDDLEFIELD,2022,1846,79
15,Passengers,130 MIDDLEFIELD,2023,2011,86
15,Passengers,130 MIDDLEFIELD,2024,1764,76
15,Passengers,131 NUGGET,2019,5630,
15,Passengers,131 NUGGET,2020,2880,51
15,Passengers,131 NUGGET,2021,3614,64
15,Passengers,131 NUGGET,2022,4672,83
15,Passengers,131 NUGGET,2023,6046,107
15,Passengers,131 NUGGET,2024,5998,107
16,Vehicle Hours,91 WOODBINE,2019,91,
16,Vehicle Hours,91 WOODBINE,2020,89,98
16,Vehicle Hours,91 WOODBINE,2021,91,100
16,Vehicle Hours,91 WOODBINE,2022,90,99
16,Vehicle Hours,91 WOODBINE,2023,90,99
16,Vehicle Hours,91 WOODBINE,2024,82,90
16,Vehicle Hours,92 WOODBINE SOUTH,2019,44,
16,Vehicle Hours,92 WOODBINE SOUTH,2020,44,100
16,Vehicle Hours,92 WOODBINE SOUTH,2021,44,100
16,Vehicle Hours,92 WOODBINE SOUTH,2022,45,102
16,Vehicle Hours,92 WOODBINE SOUTH,2023,45,102
16,Vehicle Hours,92 WOODBINE SOUTH,2024,44,100
16,Vehicle Hours,93 PARKVIEW HILLS,2019,20,
16,Vehicle Hours,93 PARKVIEW HILLS,2020,20,100
16,Vehicle Hours,93 PARKVIEW HILLS,2021,20,100
16,Vehicle Hours,93 PARKVIEW HILLS,2022,20,100
16,Vehicle Hours,93 PARKVIEW HILLS,2023,20,100
16,Vehicle Hours,93 PARKVIEW HILLS,2024,20,100
16,Vehicle Hours,94 WELLESLEY,2019,122,
16,Vehicle Hours,94 WELLESLEY,2020,111,91
16,Vehicle Hours,94 WELLESLEY,2021,114,93
16,Vehicle Hours,94 WELLESLEY,2022,111,91
16,Vehicle Hours,94 WELLESLEY,2023,111,91
16,Vehicle Hours,94 WELLESLEY,2024,104,85
16,Vehicle Hours,95 YORK MILLS,2019,373,
16,Vehicle Hours,95 YORK MILLS,2020,483,129
16,Vehicle Hours,95 YORK MILLS,2021,368,99
16,Vehicle Hours,95 YORK MILLS,2022,375,101
16,Vehicle Hours,95 YORK MILLS,2023,300,80
16,Vehicle Hours,95 YORK MILLS,2024,289,77
16,Vehicle Hours,96 WILSON,2019,286,
16,Vehicle Hours,96 WILSON,2020,286,100
16,Vehicle Hours,96 WILSON,2021,309,108
16,Vehicle Hours,96 WILSON,2022,317,111
16,Vehicle Hours,96 WILSON,2023,347,121
16,Vehicle Hours,96 WILSON,2024,381,133
16,Vehicle Hours,97 YONGE,2019,137,
16,Vehicle Hours,97 YONGE,2020,137,100
16,Vehicle Hours,97 YONGE,2021,98,72
16,Vehicle Hours,97 YONGE,2022,92,67
16,Vehicle Hours,97 YONGE,2023,129,94
16,Vehicle Hours,97 YONGE,2024,134,98
16,Vehicle Hours,98 WILLOWDALE-SENLAC,2019,86,
16,Vehicle Hours,98 WILLOWDALE-SENLAC,2020,76,88
16,Vehicle Hours,98 WILLOWDALE-SENLAC,2021,76,88
16,Vehicle Hours,98 WILLOWDALE-SENLAC,2022,68,79
16,Vehicle Hours,98 WILLOWDALE-SENLAC,2023,68,79
16,Vehicle Hours,98 WILLOWDALE-SENLAC,2024,76,88
16,Vehicle Hours,99 ARROW ROAD,2019,6,
16,Vehicle Hours,99 ARROW ROAD,2020,6,100
16,Vehicle Hours,99 ARROW ROAD,2021,12,200
16,Vehicle Hours,99 ARROW ROAD,2022,12,200
16,Vehicle Hours,99 ARROW ROAD,2023,53,883
16,Vehicle Hours,99 ARROW ROAD,2024,56,933
16,Vehicle Hours,100 FLEMINGDON PARK,2019,229,
16,Vehicle Hours,100 FLEMINGDON PARK,2020,178,78
16,Vehicle Hours,100 FLEMINGDON PARK,2021,178,78
16,Vehicle Hours,100 FLEMINGDON PARK,2022,205,90
16,Vehicle Hours,100 FLEMINGDON PARK,2023,210,92
16,Vehicle Hours,100 FLEMINGDON PARK,2024,209,91
16,Vehicle Hours,101 PARC DOWNSVIEW PARK,2019,25,
16,Vehicle Hours,101 PARC DOWNSVIEW PARK,2020,17,68
16,Vehicle Hours,101 PARC DOWNSVIEW PARK,2021,17,68
16,Vehicle Hours,101 PARC DOWNSVIEW PARK,2022,17,68
16,Vehicle Hours,101 PARC DOWNSVIEW PARK,2023,17,68
16,Vehicle Hours,101 PARC DOWNSVIEW PARK,2024,17,68
16,Vehicle Hours,102 MARKHAM ROAD,2019,355,
16,Vehicle Hours,102 MARKHAM ROAD,2020,366,103
16,Vehicle Hours,102 MARKHAM ROAD,2021,366,103
16,Vehicle Hours,102 MARKHAM ROAD,2022,407,115
16,Vehicle Hours,102 MARKHAM ROAD,2023,478,135
16,Vehicle Hours,102 MARKHAM ROAD,2024,463,130
16,Vehicle Hours,104 FAYWOOD,2019,64,
16,Vehicle Hours,104 FAYWOOD,2020,56,88
16,Vehicle Hours,104 FAYWOOD,2021,56,88
16,Vehicle Hours,104 FAYWOOD,2022,56,88
16,Vehicle Hours,104 FAYWOOD,2023,56,88
16,Vehicle Hours,104 FAYWOOD,2024,38,59
16,Vehicle Hours,105 DUFFERIN NORTH,2019,52,
16,Vehicle Hours,105 DUFFERIN NORTH,2020,42,81
16,Vehicle Hours,105 DUFFERIN NORTH,2021,51,98
16,Vehicle Hours,105 DUFFERIN NORTH,2022,52,100
16,Vehicle Hours,105 DUFFERIN NORTH,2023,52,100
16,Vehicle Hours,105 DUFFERIN NORTH,2024,56,108
16,Vehicle Hours,106 SENTINEL,2019,107,
16,Vehicle Hours,106 SENTINEL,2020,99,93
16,Vehicle Hours,106 SENTINEL,2021,85,79
16,Vehicle Hours,106 SENTINEL,2022,85,79
16,Vehicle Hours,106 SENTINEL,2023,86,80
16,Vehicle Hours,106 SENTINEL,2024,98,92
16,Vehicle Hours,107 YORK UNIVERSITY HEIGHTS,2019,55,
16,Vehicle Hours,107 YORK UNIVERSITY HEIGHTS,2020,44,80
16,Vehicle Hours,107 YORK UNIVERSITY HEIGHTS,2021,81,147
16,Vehicle Hours,107 YORK UNIVERSITY HEIGHTS,2022,81,147
16,Vehicle Hours,107 YORK UNIVERSITY HEIGHTS,2023,81,147
16,Vehicle Hours,107 YORK UNIVERSITY HEIGHTS,2024,81,147
16,Vehicle Hours,108 DRIFTWOOD,2019,168,
16,Vehicle Hours,108 DRIFTWOOD,2020,164,98
16,Vehicle Hours,108 DRIFTWOOD,2021,154,92
16,Vehicle Hours,108 DRIFTWOOD,2022,154,92
16,Vehicle Hours,108 DRIFTWOOD,2023,140,83
16,Vehicle Hours,108 DRIFTWOOD,2024,142,85
16,Vehicle Hours,109 RANEE,2019,68,
16,Vehicle Hours,109 RANEE,2020,43,63
16,Vehicle Hours,109 RANEE,2021,63,93
16,Vehicle Hours,109 RANEE,2022,64,94
16,Vehicle Hours,109 RANEE,2023,64,94
16,Vehicle Hours,109 RANEE,2024,59,87
16,Vehicle Hours,110 ISLINGTON SOUTH,2019,141,
16,Vehicle Hours,110 ISLINGTON SOUTH,2020,136,96
16,Vehicle Hours,110 ISLINGTON SOUTH,2021,127,90
16,Vehicle Hours,110 ISLINGTON SOUTH,2022,139,99
16,Vehicle Hours,110 ISLINGTON SOUTH,2023,129,91
16,Vehicle Hours,110 ISLINGTON SOUTH,2024,127,90
16,Vehicle Hours,111 EAST MALL,2019,93,
16,Vehicle Hours,111 EAST MALL,2020,80,86
16,Vehicle Hours,111 EAST MALL,2021,80,86
16,Vehicle Hours,111 EAST MALL,2022,83,89
16,Vehicle Hours,111 EAST MALL,2023,83,89
16,Vehicle Hours,111 EAST MALL,2024,114,123
16,Vehicle Hours,112 WEST MALL,2019,180,
16,Vehicle Hours,112 WEST MALL,2020,153,85
16,Vehicle Hours,112 WEST MALL,2021,150,83
16,Vehicle Hours,112 WEST MALL,2022,153,85
16,Vehicle Hours,112 WEST MALL,2023,159,88
16,Vehicle Hours,112 WEST MALL,2024,180,100
16,Vehicle Hours,113 DANFORTH RD.,2019,78,
16,Vehicle Hours,113 DANFORTH RD.,2020,83,106
16,Vehicle Hours,113 DANFORTH RD.,2021,76,97
16,Vehicle Hours,113 DANFORTH RD.,2022,78,100
16,Vehicle Hours,113 DANFORTH RD.,2023,72,92
16,Vehicle Hours,113 DANFORTH RD.,2024,78,100
16,Vehicle Hours,114 QUEENS QUAY EAST,2024,133,
16,Vehicle Hours,115 SILVER HILLS,2019,33,
16,Vehicle Hours,115 SILVER HILLS,2020,33,100
16,Vehicle Hours,115 SILVER HILLS,2021,33,100
16,Vehicle Hours,115 SILVER HILLS,2022,33,100
16,Vehicle Hours,115 SILVER HILLS,2023,34,103
16,Vehicle Hours,115 SILVER HILLS,2024,38,115
16,Vehicle Hours,116 MORNINGSIDE,2019,389,
16,Vehicle Hours,116 MORNINGSIDE,2020,315,81
16,Vehicle Hours,116 MORNINGSIDE,2021,275,71
16,Vehicle Hours,116 MORNINGSIDE,2022,276,71
16,Vehicle Hours,116 MORNINGSIDE,2023,283,73
16,Vehicle Hours,116 MORNINGSIDE,2024,285,73
16,Vehicle Hours,117 ALNESS-CHESSWOOD,2019,69,
16,Vehicle Hours,117 ALNESS-CHESSWOOD,2020,61,88
16,Vehicle Hours,117 BIRCHMOUNT SOUTH,2024,69,
16,Vehicle Hours,118 THISTLE DOWN,2019,62,
16,Vehicle Hours,118 THISTLE DOWN,2020,41,66
16,Vehicle Hours,118 THISTLE DOWN,2021,40,65
16,Vehicle Hours,118 THISTLE DOWN,2022,53,85
16,Vehicle Hours,118 THISTLE DOWN,2023,53,85
16,Vehicle Hours,118 THISTLE DOWN,2024,63,102
16,Vehicle Hours,119 TORBARRIE,2019,26,
16,Vehicle Hours,119 TORBARRIE,2020,24,92
16,Vehicle Hours,119 TORBARRIE,2021,35,135
16,Vehicle Hours,119 TORBARRIE,2022,35,135
16,Vehicle Hours,119 TORBARRIE,2023,35,135
16,Vehicle Hours,119 TORBARRIE,2024,47,181
16,Vehicle Hours,120 CALVINGTON,2019,51,
16,Vehicle Hours,120 CALVINGTON,2020,38,75
16,Vehicle Hours,120 CALVINGTON,2021,38,75
16,Vehicle Hours,120 CALVINGTON,2022,38,75
16,Vehicle Hours,120 CALVINGTON,2023,43,84
16,Vehicle Hours,120 CALVINGTON,2024,43,84
16,Vehicle Hours,121 ESPLANADE-RIVER,2019,80,
16,Vehicle Hours,121 ESPLANADE-RIVER,2020,64,80
16,Vehicle Hours,121 ESPLANADE-RIVER,2021,69,86
16,Vehicle Hours,121 ESPLANADE-RIVER,2022,69,86
16,Vehicle Hours,121 ESPLANADE-RIVER,2023,69,86
16,Vehicle Hours,121 ESPLANADE-RIVER,2024,69,86
16,Vehicle Hours,122 GRAYDON HALL,2019,87,
16,Vehicle Hours,122 GRAYDON HALL,2020,76,87
16,Vehicle Hours,122 GRAYDON HALL,2021,70,80
16,Vehicle Hours,122 GRAYDON HALL,2022,73,84
16,Vehicle Hours,122 GRAYDON HALL,2023,63,72
16,Vehicle Hours,122 GRAYDON HALL,2024,97,111
16,Vehicle Hours,123 SHERWAY,2019,128,
16,Vehicle Hours,123 SHERWAY,2020,128,100
16,Vehicle Hours,123 SHERWAY,2021,129,101
16,Vehicle Hours,123 SHERWAY,2022,154,120
16,Vehicle Hours,123 SHERWAY,2023,158,123
16,Vehicle Hours,123 SHERWAY,2024,156,122
16,Vehicle Hours,124 SUNNYBROOK,2019,82,
16,Vehicle Hours,124 SUNNYBROOK,2020,52,63
16,Vehicle Hours,124 SUNNYBROOK,2021,41,50
16,Vehicle Hours,124 SUNNYBROOK,2022,62,76
16,Vehicle Hours,124 SUNNYBROOK,2023,106,129
16,Vehicle Hours,124 SUNNYBROOK,2024,0,0
16,Vehicle Hours,125 DREWRY,2019,54,
16,Vehicle Hours,125 DREWRY,2020,45,83
16,Vehicle Hours,125 DREWRY,2021,45,83
16,Vehicle Hours,125 DREWRY,2022,45,83
16,Vehicle Hours,125 DREWRY,2023,45,83
16,Vehicle Hours,125 DREWRY,2024,56,104
16,Vehicle Hours,126 CHRISTIE,2019,29,
16,Vehicle Hours,126 CHRISTIE,2020,28,97
16,Vehicle Hours,126 CHRISTIE,2021,32,110
16,Vehicle Hours,126 CHRISTIE,2022,32,110
16,Vehicle Hours,126 CHRISTIE,2023,40,138
16,Vehicle Hours,126 CHRISTIE,2024,28,97
16,Vehicle Hours,127 DAVENPORT,2019,52,
16,Vehicle Hours,127 DAVENPORT,2020,40,77
16,Vehicle Hours,127 DAVENPORT,2021,41,79
16,Vehicle Hours,127 DAVENPORT,2022,41,79
16,Vehicle Hours,127 DAVENPORT,2023,41,79
16,Vehicle Hours,127 DAVENPORT,2024,54,104
16,Vehicle Hours,128 STANLEY GREENE,2024,22,
16,Vehicle Hours,129 MCCOWAN NORTH,2019,208,
16,Vehicle Hours,129 MCCOWAN NORTH,2020,227,109
16,Vehicle Hours,129 MCCOWAN NORTH,2021,172,83
16,Vehicle Hours,129 MCCOWAN NORTH,2022,128,62
16,Vehicle Hours,129 MCCOWAN NORTH,2023,307,148
16,Vehicle Hours,129 MCCOWAN NORTH,2024,260,125
16,Vehicle Hours,130 MIDDLEFIELD,2019,48,
16,Vehicle Hours,130 MIDDLEFIELD,2020,55,115
16,Vehicle Hours,130 MIDDLEFIELD,2021,48,100
16,Vehicle Hours,130 MIDDLEFIELD,2022,48,100
16,Vehicle Hours,130 MIDDLEFIELD,2023,46,96
16,Vehicle Hours,130 MIDDLEFIELD,2024,46,96
16,Vehicle Hours,131 NUGGET,2019,120,
16,Vehicle Hours,131 NUGGET,2020,95,79
16,Vehicle Hours,131 NUGGET,2021,95,79
16,Vehicle Hours,131 NUGGET,2022,108,90
16,Vehicle Hours,131 NUGGET,2023,168,140
16,Vehicle Hours,131 NUGGET,2024,147,123
17,Vehicle Kilometres,91 WOODBINE,2019,1776,
17,Vehicle Kilometres,91 WOODBINE,2020,1778,100
17,Vehicle Kilometres,91 WOODBINE,2021,1741,98
17,Vehicle Kilometres,91 WOODBINE,2022,1730,97
17,Vehicle Kilometres,91 WOODBINE,2023,1727,97
17,Vehicle Kilometres,91 WOODBINE,2024,1591,90
17,Vehicle Kilometres,92 WOODBINE SOUTH,2019,687,
17,Vehicle Kilometres,92 WOODBINE SOUTH,2020,687,100
17,Vehicle Kilometres,92 WOODBINE SOUTH,2021,687,100
17,Vehicle Kilometres,92 WOODBINE SOUTH,2022,703,102
17,Vehicle Kilometres,92 WOODBINE SOUTH,2023,692,101
17,Vehicle Kilometres,92 WOODBINE SOUTH,2024,621,90
17,Vehicle Kilometres,93 PARKVIEW HILLS,2019,350,
17,Vehicle Kilometres,93 PARKVIEW HILLS,2020,344,98
17,Vehicle Kilometres,93 PARKVIEW HILLS,2021,344,98
17,Vehicle Kilometres,93 PARKVIEW HILLS,2022,316,90
17,Vehicle Kilometres,93 PARKVIEW HILLS,2023,316,90
17,Vehicle Kilometres,93 PARKVIEW HILLS,2024,322,92
17,Vehicle Kilometres,94 WELLESLEY,2019,1527,
17,Vehicle Kilometres,94 WELLESLEY,2020,1436,94
17,Vehicle Kilometres,94 WELLESLEY,2021,1404,92
17,Vehicle Kilometres,94 WELLESLEY,2022,1335,87
17,Vehicle Kilometres,94 WELLESLEY,2023,1257,82
17,Vehicle Kilometres,94 WELLESLEY,2024,1144,75
17,Vehicle Kilometres,95 YORK MILLS,2019,7807,
17,Vehicle Kilometres,95 YORK MILLS,2020,10177,130
17,Vehicle Kilometres,95 YORK MILLS,2021,7795,100
17,Vehicle Kilometres,95 YORK MILLS,2022,7927,102
17,Vehicle Kilometres,95 YORK MILLS,2023,6359,81
17,Vehicle Kilometres,95 YORK MILLS,2024,5952,76
17,Vehicle Kilometres,96 WILSON,2019,5451,
17,Vehicle Kilometres,96 WILSON,2020,5451,100
17,Vehicle Kilometres,96 WILSON,2021,6068,111
17,Vehicle Kilometres,96 WILSON,2022,6305,116
17,Vehicle Kilometres,96 WILSON,2023,6383,117
17,Vehicle Kilometres,96 WILSON,2024,7319,134
17,Vehicle Kilometres,97 YONGE,2019,2045,
17,Vehicle Kilometres,97 YONGE,2020,2046,100
17,Vehicle Kilometres,97 YONGE,2021,1592,78
17,Vehicle Kilometres,97 YONGE,2022,1428,70
17,Vehicle Kilometres,97 YONGE,2023,1757,86
17,Vehicle Kilometres,97 YONGE,2024,1906,93
17,Vehicle Kilometres,98 WILLOWDALE-SENLAC,2019,1620,
17,Vehicle Kilometres,98 WILLOWDALE-SENLAC,2020,1450,90
17,Vehicle Kilometres,98 WILLOWDALE-SENLAC,2021,1448,89
17,Vehicle Kilometres,98 WILLOWDALE-SENLAC,2022,1265,78
17,Vehicle Kilometres,98 WILLOWDALE-SENLAC,2023,1267,78
17,Vehicle Kilometres,98 WILLOWDALE-SENLAC,2024,1436,89
17,Vehicle Kilometres,99 ARROW ROAD,2019,151,
17,Vehicle Kilometres,99 ARROW ROAD,2020,151,100
17,Vehicle Kilometres,99 ARROW ROAD,2021,202,134
17,Vehicle Kilometres,99 ARROW ROAD,2022,198,131
17,Vehicle Kilometres,99 ARROW ROAD,2023,453,300
17,Vehicle Kilometres,99 ARROW ROAD,2024,979,648
17,Vehicle Kilometres,100 FLEMINGDON PARK,2019,4148,
17,Vehicle Kilometres,100 FLEMINGDON PARK,2020,3631,88
17,Vehicle Kilometres,100 FLEMINGDON PARK,2021,3628,87
17,Vehicle Kilometres,100 FLEMINGDON PARK,2022,3698,89
17,Vehicle Kilometres,100 FLEMINGDON PARK,2023,3735,90
17,Vehicle Kilometres,100 FLEMINGDON PARK,2024,3789,91
17,Vehicle Kilometres,101 PARC DOWNSVIEW PARK,2019,524,
17,Vehicle Kilometres,101 PARC DOWNSVIEW PARK,2020,345,66
17,Vehicle Kilometres,101 PARC DOWNSVIEW PARK,2021,336,64
17,Vehicle Kilometres,101 PARC DOWNSVIEW PARK,2022,336,64
17,Vehicle Kilometres,101 PARC DOWNSVIEW PARK,2023,287,55
17,Vehicle Kilometres,101 PARC DOWNSVIEW PARK,2024,287,55
17,Vehicle Kilometres,102 MARKHAM ROAD,2019,6725,
17,Vehicle Kilometres,102 MARKHAM ROAD,2020,6998,104
17,Vehicle Kilometres,102 MARKHAM ROAD,2021,7260,108
17,Vehicle Kilometres,102 MARKHAM ROAD,2022,7979,119
17,Vehicle Kilometres,102 MARKHAM ROAD,2023,7234,108
17,Vehicle Kilometres,102 MARKHAM ROAD,2024,8123,121
17,Vehicle Kilometres,104 FAYWOOD,2019,1102,
17,Vehicle Kilometres,104 FAYWOOD,2020,1028,93
17,Vehicle Kilometres,104 FAYWOOD,2021,983,89
17,Vehicle Kilometres,104 FAYWOOD,2022,997,90
17,Vehicle Kilometres,104 FAYWOOD,2023,846,77
17,Vehicle Kilometres,104 FAYWOOD,2024,676,61
17,Vehicle Kilometres,105 DUFFERIN NORTH,2019,883,
17,Vehicle Kilometres,105 DUFFERIN NORTH,2020,719,81
17,Vehicle Kilometres,105 DUFFERIN NORTH,2021,879,100
17,Vehicle Kilometres,105 DUFFERIN NORTH,2022,898,102
17,Vehicle Kilometres,105 DUFFERIN NORTH,2023,893,101
17,Vehicle Kilometres,105 DUFFERIN NORTH,2024,980,111
17,Vehicle Kilometres,106 SENTINEL,2019,1816,
17,Vehicle Kilometres,106 SENTINEL,2020,1736,96
17,Vehicle Kilometres,106 SENTINEL,2021,1515,83
17,Vehicle Kilometres,106 SENTINEL,2022,1518,84
17,Vehicle Kilometres,106 SENTINEL,2023,1552,85
17,Vehicle Kilometres,106 SENTINEL,2024,1783,98
17,Vehicle Kilometres,107 YORK UNIVERSITY HEIGHTS,2019,938,
17,Vehicle Kilometres,107 YORK UNIVERSITY HEIGHTS,2020,824,88
17,Vehicle Kilometres,107 YORK UNIVERSITY HEIGHTS,2021,1438,153
17,Vehicle Kilometres,107 YORK UNIVERSITY HEIGHTS,2022,1467,156
17,Vehicle Kilometres,107 YORK UNIVERSITY HEIGHTS,2023,1465,156
17,Vehicle Kilometres,107 YORK UNIVERSITY HEIGHTS,2024,1465,156
17,Vehicle Kilometres,108 DRIFTWOOD,2019,3184,
17,Vehicle Kilometres,108 DRIFTWOOD,2020,3085,97
17,Vehicle Kilometres,108 DRIFTWOOD,2021,2914,92
17,Vehicle Kilometres,108 DRIFTWOOD,2022,2934,92
17,Vehicle Kilometres,108 DRIFTWOOD,2023,2692,85
17,Vehicle Kilometres,108 DRIFTWOOD,2024,2729,86
17,Vehicle Kilometres,109 RANEE,2019,998,
17,Vehicle Kilometres,109 RANEE,2020,676,68
17,Vehicle Kilometres,109 RANEE,2021,936,94
17,Vehicle Kilometres,109 RANEE,2022,887,89
17,Vehicle Kilometres,109 RANEE,2023,888,89
17,Vehicle Kilometres,109 RANEE,2024,830,83
17,Vehicle Kilometres,110 ISLINGTON SOUTH,2019,2630,
17,Vehicle Kilometres,110 ISLINGTON SOUTH,2020,2520,96
17,Vehicle Kilometres,110 ISLINGTON SOUTH,2021,2341,89
