Page,Metric,Route,2019,2020,2021,2022,2023,2024,Recovery_2020_pct,Recovery_2021_pct,Recovery_2022_pct,Recovery_2023_pct,Recovery_2024_pct
19,Kilometres/Vehicle Hour,130 MIDDLEFIELD,21.8,22.2,21.8,21.9,19.6,18.2,102,100,101,90,84
19,Kilometres/Vehicle Hour,131 NUGGET,22.3,22.1,22.1,19.3,18.2,19.3,99,99,87,81,87
26,Kilometres/Vehicle Hour,132 MILNER,23.7,23.8,23.8,23.9,22.7,24.1,100,100,101,96,101
26,Kilometres/Vehicle Hour,133 NEILSON,20.5,20.5,20.4,20.4,19.0,21.0,100,99,100,93,102
26,Kilometres/Vehicle Hour,134 PROGRESS,17.3,18.4,19.1,17.4,19.3,19.3,106,110,100,111,111
26,Kilometres/Vehicle Hour,135 GERRARD,17.2,17.2,17.8,17.9,16.5,16.5,100,104,104,96,96
26,Kilometres/Vehicle Hour,141 DOWNTOWN/MT.PLEASANT EXP.,19.4,,,,,,,,,,
26,Kilometres/Vehicle Hour,142 DOWNTOWN/AVE.RD.EXP.,13.9,,,,,,,,,,
26,Kilometres/Vehicle Hour,143 DOWNTOWN\BEACH EXP.,19.5,,,,,,,,,,
26,Kilometres/Vehicle Hour,144 DOWNTOWN/DON VALLEY EXP.,22.9,,,,,,,,,,
26,Kilometres/Vehicle Hour,145 DOWNTOWN/HUMBER BAY EXP.,18.7,,,,,,,,,,
26,Kilometres/Vehicle Hour,154 CURRAN HALL,,,,,,19.2,,,,,
26,Kilometres/Vehicle Hour,160 BATHURST NORTH,18.6,18.5,17.8,16.7,18.3,18.3,100,96,90,99,99
26,Kilometres/Vehicle Hour,161 ROGERS ROAD,15.7,14.9,15.3,15.8,13.9,14.2,95,97,101,88,90
26,Kilometres/Vehicle Hour,162 DONWAY-LAWRENCE,16.6,20.6,21.0,21.1,17.0,17.0,124,127,127,103,103
26,Kilometres/Vehicle Hour,163 OAKWOOD,,12.7,,,,,,,,,
26,Kilometres/Vehicle Hour,165 WESTON RD. NORTH,18.0,18.0,17.8,18.1,17.8,18.4,100,99,100,99,102
26,Kilometres/Vehicle Hour,167 PHARMACY NORTH,18.7,18.7,17.9,17.9,17.9,17.9,100,96,96,95,95
26,Kilometres/Vehicle Hour,168 SYMINGTON,12.9,15.2,15.2,14.3,13.8,11.3,118,118,111,107,88
26,Kilometres/Vehicle Hour,169 HUNTINGWOOD,19.4,19.3,18.2,18.4,17.8,17.8,99,94,95,92,92
26,Kilometres/Vehicle Hour,171 MOUNT DENNIS,22.6,21.7,21.7,22.6,22.6,22.6,96,96,100,100,100
26,Kilometres/Vehicle Hour,176 MIMICO GO,15.6,,,,,,,,,,
26,Kilometres/Vehicle Hour,189 STOCKYARDS,15.1,17.9,17.9,15.4,15.9,15.9,119,119,102,106,106
26,Kilometres/Vehicle Hour,900 AIRPORT EXPRESS,37.5,38.7,36.9,36.9,32.3,34.5,103,98,98,86,92
26,Kilometres/Vehicle Hour,902 MARKHAM RD EXPRESS,19.6,,20.1,20.1,26.7,20.0,0,102,102,136,102
26,Kilometres/Vehicle Hour,903 KENNEDY STN-SCARBOROUGH EXPRESS,22.1,,,,16.4,18.4,,,,74,83
26,Kilometres/Vehicle Hour,904 SHEPPARD-KENNEDY EXPRESS,,,,,,,,,,,
26,Kilometres/Vehicle Hour,905 SCARBOROUGH EAST EXPRESS,20.9,22.2,21.4,21.2,18.8,19.0,107,103,102,90,91
26,Kilometres/Vehicle Hour,913 PROGRESS EXPRESS,17.9,,17.3,,,,,97,,,
26,Kilometres/Vehicle Hour,924 VICTORIA PARK EXPRESS,19.5,,19.5,19.4,18.4,20.9,0,100,99,94,107
26,Kilometres/Vehicle Hour,925 DON MILLS EXPRESS,20.1,,20.2,20.1,19.4,19.9,0,100,100,96,99
26,Kilometres/Vehicle Hour,927 HIGHWAY 27 EXPRESS,29.0,28.7,28.3,28.4,25.7,27.3,99,98,98,88,94
26,Kilometres/Vehicle Hour,929 DUFFERIN EXPRESS,15.1,,13.9,15.1,13.9,14.6,0,92,100,92,97
26,Kilometres/Vehicle Hour,935 JANE EXPRESS,20.9,,19.9,20.0,18.6,17.8,0,95,96,89,85
26,Kilometres/Vehicle Hour,937 ISLINGTON EXPRESS,23.1,,21.9,19.5,16.8,19.5,0,95,84,73,85
33,Kilometres/Vehicle Hour,938 HIGHLAND CREEK EXPRESS,,,,,18.0,20.7,,,,,
33,Kilometres/Vehicle Hour,939 FINCH EXPRESS,21.8,,22.1,21.7,17.9,20.6,0,101,100,82,95
33,Kilometres/Vehicle Hour,941 KEELE EXPRESS,15.3,,16.6,16.3,15.8,17.1,0,108,106,104,112
33,Kilometres/Vehicle Hour,944 KIPLING SOUTH EXPRESS,21.5,,21.5,20.0,15.5,17.9,0,100,93,72,83
33,Kilometres/Vehicle Hour,945 KIPLING EXPRESS,24.3,,21.3,22.3,21.7,21.4,0,88,92,89,88
33,Kilometres/Vehicle Hour,952 LAWRENCE WEST EXPRESS,21.6,,21.1,22.3,20.5,20.0,0,98,103,95,92
33,Kilometres/Vehicle Hour,953 STEELES EAST EXPRESS,20.9,,20.4,20.4,42.1,21.5,0,97,98,201,103
33,Kilometres/Vehicle Hour,954 LAWRENCE EAST EXPRESS,22.9,,23.2,22.5,20.0,20.5,0,101,98,87,90
33,Kilometres/Vehicle Hour,960 STEELES WEST EXPRESS,18.8,,21.8,19.0,22.1,18.9,0,115,101,117,101
33,Kilometres/Vehicle Hour,968 WARDEN EXPRESS,,,,26.3,21.5,21.8,,,,,
33,Kilometres/Vehicle Hour,984 SHEPPARD WEST EXPRESS,18.2,,20.4,19.5,22.1,18.9,0,112,107,122,104
33,Kilometres/Vehicle Hour,985 SHEPPARD EAST EXPRESS,19.5,,19.3,19.2,18.2,18.2,0,99,99,93,94
33,Kilometres/Vehicle Hour,986 SCARBOROUGH EXPRESS,24.2,26.8,26.3,25.8,22.5,22.5,111,109,107,93,93
33,Kilometres/Vehicle Hour,989 WESTON EXPRESS,18.2,,18.5,18.8,17.8,19.1,0,102,104,98,105
33,Kilometres/Vehicle Hour,995 YORK MILLS EXPRESS,21.5,,20.5,20.5,14.1,19.6,0,96,96,66,91
33,Kilometres/Vehicle Hour,996 WILSON EXPRESS,19.4,,20.2,24.9,19.7,19.8,0,104,129,102,102
33,Kilometres/Vehicle Hour,501 QUEEN,21.4,13.5,12.4,11.8,10.9,10.3,63,58,55,51,48
33,Kilometres/Vehicle Hour,501B QUEEN BUS,,,,,9.7,,,,,,
33,Kilometres/Vehicle Hour,503 KINGSTON RD.TRIPPER,11.2,10.4,11.2,10.5,10.6,10.7,93,100,94,95,95
33,Kilometres/Vehicle Hour,504 KING,16.8,10.8,12.2,12.3,9.8,10.2,65,73,74,58,61
33,Kilometres/Vehicle Hour,504B KING BUS,,,,,10.4,,,,,,
33,Kilometres/Vehicle Hour,505 DUNDAS,13.6,11.4,11.4,10.0,9.5,10.0,84,84,74,70,74
33,Kilometres/Vehicle Hour,506 CARLTON,11.5,12.8,11.9,10.9,9.9,11.4,111,103,95,86,99
33,Kilometres/Vehicle Hour,507 LONG BRANCH,,,,,10.8,12.9,,,,,
33,Kilometres/Vehicle Hour,508 LAKESHORE,12.3,,,,11.7,11.4,0,0,0,95,92
33,Kilometres/Vehicle Hour,509 HARBOURFRONT,11.2,11.3,11.2,11.1,11.4,8.8,101,99,99,101,79
33,Kilometres/Vehicle Hour,510 SPADINA,9.2,9.2,9.1,9.1,8.6,9.3,100,99,99,94,101
33,Kilometres/Vehicle Hour,511 BATHURST,10.5,12.4,8.8,8.8,8.8,8.9,118,84,84,84,85
33,Kilometres/Vehicle Hour,512 ST.CLAIR,11.5,11.2,11.4,11.4,10.8,11.7,98,100,100,94,102
33,Kilometres/Vehicle Hour,All Local Bus Routes,17.4,17.8,17.7,17.5,16.3,17.0,102,102,100,93,97
33,Kilometres/Vehicle Hour,All Express Bus Routes,21.6,28.5,21.5,21.6,20.0,20.4,132,99,100,92,94
33,Kilometres/Vehicle Hour,All Streetcar Routes,13.7,11.8,11.6,11.1,10.1,10.3,86,85,81,74,75
33,Kilometres/Vehicle Hour,All Bus Routes,18.0,18.0,18.3,18.1,16.9,17.6,100,101,101,94,97
33,Kilometres/Vehicle Hour,All Surface Routes,17.5,17.2,17.3,17.1,15.9,16.7,98,98,98,91,95
