Page,Metric,Route,2019,2020,2021,2022,2023,2024,Recovery_2020_pct,Recovery_2021_pct,Recovery_2022_pct,Recovery_2023_pct,Recovery_2024_pct
27,AM Peak Vehicles,154 CURRAN HALL,,,,,,4,,,,,
27,AM Peak Vehicles,160 BATHURST NORTH,4,7,4,4,4,4,175,100,100,100,100
27,AM Peak Vehicles,161 ROGERS ROAD,7,2,4,7,6,5,29,57,100,86,71
27,AM Peak Vehicles,162 DONWAY-LAWRENCE,3,6,2,2,3,3,200,67,67,100,100
27,AM Peak Vehicles,163 OAKWOOD,,22,,,,,,,,,
27,AM Peak Vehicles,165 WESTON RD. NORTH,22,2,23,23,23,23,9,105,105,105,105
27,AM Peak Vehicles,167 PHARMACY NORTH,2,4,2,2,2,2,200,100,100,100,100
27,AM Peak Vehicles,168 SYMINGTON,9,4,4,8,6,6,44,44,89,67,67
27,AM Peak Vehicles,169 HUNTINGWOOD,4,1,3,3,3,3,25,75,75,75,75
27,AM Peak Vehicles,171 MOUNT DENNIS,1,2,1,1,1,1,200,100,100,100,100
27,AM Peak Vehicles,176 MIMICO GO,1,,,,,,,,,,
27,AM Peak Vehicles,189 STOCKYARDS,2,24,2,2,2,2,1200,100,100,100,100
27,AM Peak Vehicles,900 AIRPORT EXPRESS,5,3,5,5,5,5,60,100,100,100,100
27,AM Peak Vehicles,902 MARKHAM RD EXPRESS,8,,8,8,11,10,0,100,100,138,125
27,AM Peak Vehicles,903 KENNEDY STN-SCARBOROUGH EXPRESS,4,,,,10,9,,,,250,225
27,AM Peak Vehicles,904 SHEPPARD-KENNEDY EXPRESS,,,,,,8,,,,,
27,AM Peak Vehicles,905 SCARBOROUGH EAST EXPRESS,8,8,10,9,6,10,100,125,113,75,125
27,AM Peak Vehicles,913 PROGRESS EXPRESS,7,,6,0,0,0,,86,,,
27,AM Peak Vehicles,924 VICTORIA PARK EXPRESS,10,,10,10,10,10,0,100,100,100,100
27,AM Peak Vehicles,925 DON MILLS EXPRESS,12,,12,12,12,27,0,100,100,100,225
27,AM Peak Vehicles,927 HIGHWAY 27 EXPRESS,19,16,18,18,17,23,84,95,95,89,121
27,AM Peak Vehicles,929 DUFFERIN EXPRESS,11,,13,13,15,13,0,118,118,136,118
27,AM Peak Vehicles,935 JANE EXPRESS,12,,11,11,9,18,0,92,92,75,150
27,AM Peak Vehicles,937 ISLINGTON EXPRESS,7,,6,6,6,6,0,86,86,86,86
34,AM Peak Vehicles,938 HIGHLAND CREEK EXPRESS,,,,,3,3,,,,,
